timestamp_gmt,excel_serial_time_gmt,temperature_c,ph_totalscale
3/14/2015 14:59,42077.62499,29.03,8.064
3/14/2015 15:59,42077.66666,29.18,8.039
3/14/2015 16:59,42077.70832,29.12,8.041
3/14/2015 17:59,42077.74999,29.18,8.046
3/14/2015 18:59,42077.79166,29.2,8.055
3/14/2015 19:59,42077.83332,29.2,8.05
3/14/2015 20:59,42077.87499,29.2,8.056
3/14/2015 21:59,42077.91666,29.23,8.056
3/14/2015 22:59,42077.95832,29.2,8.043
3/14/2015 23:59,42077.99999,29.2,8.039
3/15/2015 0:59,42078.04166,29.15,8.04
3/15/2015 1:59,42078.08332,29.15,8.046
3/15/2015 2:59,42078.12499,29.15,8.05
3/15/2015 3:59,42078.16666,29.15,8.053
3/15/2015 4:59,42078.20832,29.18,8.052
3/15/2015 5:59,42078.24999,29.18,7.943
3/15/2015 6:59,42078.29166,29.18,8.057
3/15/2015 7:59,42078.33332,29.12,8.077
3/15/2015 8:59,42078.37499,29.18,8.017
3/15/2015 9:59,42078.41666,29.18,8.036
3/15/2015 10:59,42078.45832,29.09,8.041
3/15/2015 11:59,42078.49999,29.12,8.04
3/15/2015 12:59,42078.54166,29.12,8.08
3/15/2015 13:59,42078.58332,29.12,8.098
3/15/2015 14:59,42078.62499,29.12,8.046
3/15/2015 15:59,42078.66666,29.09,8.039
3/15/2015 16:59,42078.70832,29.09,8.044
3/15/2015 17:59,42078.74999,29.09,8.04
3/15/2015 18:59,42078.79166,29.06,8.047
3/15/2015 19:59,42078.83332,28.98,8.027
3/15/2015 20:59,42078.87499,28.95,8.044
3/15/2015 21:59,42078.91666,28.78,8.041
3/15/2015 22:59,42078.95832,28.95,8.047
3/15/2015 23:59,42078.99999,29.01,8.04
3/16/2015 0:59,42079.04166,28.75,8.051
3/16/2015 1:59,42079.08332,29.01,8.039
3/16/2015 2:59,42079.12499,29.09,8.041
3/16/2015 3:59,42079.16666,29.03,8.048
3/16/2015 4:59,42079.20832,29.03,8.05
3/16/2015 5:59,42079.24999,29.01,8.047
3/16/2015 6:59,42079.29166,28.98,8.045
3/16/2015 7:59,42079.33332,29.01,8.028
3/16/2015 8:59,42079.37499,28.78,8.054
3/16/2015 9:59,42079.41666,28.75,8.052
3/16/2015 10:59,42079.45832,28.87,8.05
3/16/2015 11:59,42079.49999,28.84,8.048
3/16/2015 12:59,42079.54166,28.95,8.043
3/16/2015 13:59,42079.58332,28.92,8.041
3/16/2015 14:59,42079.62499,28.92,8.04
3/16/2015 15:59,42079.66666,28.98,8.056
3/16/2015 16:59,42079.70832,28.98,8.058
3/16/2015 17:59,42079.74999,29.01,8.056
3/16/2015 18:59,42079.79166,29.01,8.061
3/16/2015 19:59,42079.83332,29.03,8.058
3/16/2015 20:59,42079.87499,29.03,8.057
3/16/2015 21:59,42079.91666,29.06,8.056
3/16/2015 22:59,42079.95832,29.06,8.061
3/16/2015 23:59,42079.99999,29.06,8.054
3/17/2015 0:59,42080.04166,29.06,8.062
3/17/2015 1:59,42080.08332,29.06,8.066
3/17/2015 2:59,42080.12499,29.03,8.061
3/17/2015 3:59,42080.16666,29.03,8.062
3/17/2015 4:59,42080.20832,29.03,8.057
3/17/2015 5:59,42080.24999,29.03,8.058
3/17/2015 6:59,42080.29166,29.03,8.056
3/17/2015 7:59,42080.33332,29.03,8.082
3/17/2015 8:59,42080.37499,29.03,8.056
3/17/2015 9:59,42080.41666,29.03,8.052
3/17/2015 10:59,42080.45832,29.03,8.059
3/17/2015 11:59,42080.49999,29.03,8.056
3/17/2015 12:59,42080.54166,29.01,8.055
3/17/2015 13:59,42080.58332,29.03,8.057
3/17/2015 14:59,42080.62499,29.06,8.062
3/17/2015 15:59,42080.66666,29.03,8.059
3/17/2015 16:59,42080.70832,29.06,8.062
3/17/2015 17:59,42080.74999,29.06,8.058
3/17/2015 18:59,42080.79166,29.09,8.062
3/17/2015 19:59,42080.83332,29.06,8.059
3/17/2015 20:59,42080.87499,29.09,8.063
3/17/2015 21:59,42080.91666,29.09,8.061
3/17/2015 22:59,42080.95832,29.09,8.056
3/17/2015 23:59,42080.99999,29.09,8.053
3/18/2015 0:59,42081.04166,29.12,8.058
3/18/2015 1:59,42081.08332,29.18,8.036
3/18/2015 2:59,42081.12499,29.12,8.059
3/18/2015 3:59,42081.16666,29.12,8.062
3/18/2015 4:59,42081.20832,29.12,8.061
3/18/2015 5:59,42081.24999,29.09,8.056
3/18/2015 6:59,42081.29166,29.06,8.057
3/18/2015 7:59,42081.33332,29.09,8.059
3/18/2015 8:59,42081.37499,29.06,8.057
3/18/2015 9:59,42081.41666,29.06,8.06
3/18/2015 10:59,42081.45832,29.03,8.055
3/18/2015 11:59,42081.49999,29.09,8.054
3/18/2015 12:59,42081.54166,29.03,8.047
3/18/2015 13:59,42081.58332,29.03,8.049
3/18/2015 14:59,42081.62499,29.01,8.059
3/18/2015 15:59,42081.66666,28.89,8.05
3/18/2015 16:59,42081.70832,28.92,8.044
3/18/2015 17:59,42081.74999,28.92,8.129
3/18/2015 18:59,42081.79166,28.95,8.055
3/18/2015 19:59,42081.83332,28.98,8.047
3/18/2015 20:59,42081.87499,28.95,8.047
3/18/2015 21:59,42081.91666,28.92,8.054
3/18/2015 22:59,42081.95832,29.06,8.057
3/18/2015 23:59,42081.99999,29.06,8.05
3/19/2015 0:59,42082.04166,29.06,8.053
3/19/2015 1:59,42082.08332,29.12,8.053
3/19/2015 2:59,42082.12499,29.01,8.054
3/19/2015 3:59,42082.16666,28.92,8.033
3/19/2015 4:59,42082.20832,29.03,8.056
3/19/2015 5:59,42082.24999,29.06,8.06
3/19/2015 6:59,42082.29166,29.18,8.057
3/19/2015 7:59,42082.33332,29.18,8.058
3/19/2015 8:59,42082.37499,29.15,8.052
3/19/2015 9:59,42082.41666,29.18,8.058
3/19/2015 10:59,42082.45832,29.15,8.055
3/19/2015 11:59,42082.49999,29.12,8.054
3/19/2015 12:59,42082.54166,29.12,8.053
3/19/2015 13:59,42082.58332,29.12,8.055
3/19/2015 14:59,42082.62499,29.12,8.055
3/19/2015 15:59,42082.66666,29.09,8.046
3/19/2015 16:59,42082.70832,29.06,8.049
3/19/2015 17:59,42082.74999,29.06,8.055
3/19/2015 18:59,42082.79166,29.06,8.054
3/19/2015 19:59,42082.83332,29.09,8.054
3/19/2015 20:59,42082.87499,29.06,8.053
3/19/2015 21:59,42082.91666,29.06,8.055
3/19/2015 22:59,42082.95832,29.06,8.053
3/19/2015 23:59,42082.99999,29.03,8.06
3/20/2015 0:59,42083.04166,29.03,8.056
3/20/2015 1:59,42083.08332,29.03,8.051
3/20/2015 2:59,42083.12499,29.03,8.054
3/20/2015 3:59,42083.16666,28.95,8.054
3/20/2015 4:59,42083.20832,28.98,8.049
3/20/2015 5:59,42083.24999,28.95,8.049
3/20/2015 6:59,42083.29166,28.95,8.053
3/20/2015 7:59,42083.33332,28.89,8.045
3/20/2015 8:59,42083.37499,28.89,8.046
3/20/2015 9:59,42083.41666,28.92,8.054
3/20/2015 10:59,42083.45832,28.89,8.039
3/20/2015 11:59,42083.49999,28.92,8.057
3/20/2015 12:59,42083.54166,28.87,8.06
3/20/2015 13:59,42083.58332,28.87,8.058
3/20/2015 14:59,42083.62499,28.84,8.062
3/20/2015 15:59,42083.66666,28.84,8.057
3/20/2015 16:59,42083.70832,28.84,8.061
3/20/2015 17:59,42083.74999,28.84,8.057
3/20/2015 18:59,42083.79166,28.84,8.061
3/20/2015 19:59,42083.83332,28.87,8.062
3/20/2015 20:59,42083.87499,28.84,8.057
3/20/2015 21:59,42083.91666,28.87,8.059
3/20/2015 22:59,42083.95832,28.89,8.055
3/20/2015 23:59,42083.99999,28.89,8.047
3/21/2015 0:59,42084.04166,28.89,8.054
3/21/2015 1:59,42084.08332,28.84,8.055
3/21/2015 2:59,42084.12499,28.87,8.055
3/21/2015 3:59,42084.16666,28.87,8.06
3/21/2015 4:59,42084.20832,28.84,8.057
3/21/2015 5:59,42084.24999,28.78,8.065
3/21/2015 6:59,42084.29166,28.73,8.059
3/21/2015 7:59,42084.33332,28.73,8.064
3/21/2015 8:59,42084.37499,28.75,8.062
3/21/2015 9:59,42084.41666,28.75,8.058
3/21/2015 10:59,42084.45832,28.75,8.065
3/21/2015 11:59,42084.49999,28.73,8.063
3/21/2015 12:59,42084.54166,28.73,8.058
3/21/2015 13:59,42084.58332,28.73,8.06
3/21/2015 14:59,42084.62499,28.67,8.054
3/21/2015 15:59,42084.66666,28.67,8.061
3/21/2015 16:59,42084.70832,28.67,8.06
3/21/2015 17:59,42084.74999,28.67,8.056
3/21/2015 18:59,42084.79166,28.67,8.057
3/21/2015 19:59,42084.83332,28.67,8.058
3/21/2015 20:59,42084.87499,28.64,8.054
3/21/2015 21:59,42084.91666,28.64,8.059
3/21/2015 22:59,42084.95832,28.7,8.053
3/21/2015 23:59,42084.99999,28.73,8.053
3/22/2015 0:59,42085.04166,28.73,8.05
3/22/2015 1:59,42085.08332,28.73,8.055
3/22/2015 2:59,42085.12499,28.75,8.054
3/22/2015 3:59,42085.16666,28.73,8.056
3/22/2015 4:59,42085.20832,28.75,8.057
3/22/2015 5:59,42085.24999,28.73,8.061
3/22/2015 6:59,42085.29166,28.73,8.064
3/22/2015 7:59,42085.33332,28.73,8.059
3/22/2015 8:59,42085.37499,28.7,8.059
3/22/2015 9:59,42085.41666,28.67,8.042
3/22/2015 10:59,42085.45832,28.67,8.059
3/22/2015 11:59,42085.49999,28.7,8.056
3/22/2015 12:59,42085.54166,28.7,8.056
3/22/2015 13:59,42085.58332,28.67,8.059
3/22/2015 14:59,42085.62499,28.67,8.056
3/22/2015 15:59,42085.66666,28.67,8.049
3/22/2015 16:59,42085.70832,28.61,8.056
3/22/2015 17:59,42085.74999,28.61,8.059
3/22/2015 18:59,42085.79166,28.61,8.059
3/22/2015 19:59,42085.83332,28.61,8.061
3/22/2015 20:59,42085.87499,28.61,8.059
3/22/2015 21:59,42085.91666,28.61,8.06
3/22/2015 22:59,42085.95832,28.64,8.057
3/22/2015 23:59,42085.99999,28.61,8.055
3/23/2015 0:59,42086.04166,28.67,8.058
3/23/2015 1:59,42086.08332,28.7,8.057
3/23/2015 2:59,42086.12499,28.7,8.062
3/23/2015 3:59,42086.16666,28.75,8.057
3/23/2015 4:59,42086.20832,28.67,8.052
3/23/2015 5:59,42086.24999,28.84,8.04
3/23/2015 6:59,42086.29166,28.81,8.063
3/23/2015 7:59,42086.33332,28.81,8.071
3/23/2015 8:59,42086.37499,28.78,8.063
3/23/2015 9:59,42086.41666,28.78,8.056
3/23/2015 10:59,42086.45832,28.75,8.06
3/23/2015 11:59,42086.49999,28.73,8.059
3/23/2015 12:59,42086.54166,28.73,8.064
3/23/2015 13:59,42086.58332,28.7,8.058
3/23/2015 14:59,42086.62499,28.7,8.053
3/23/2015 15:59,42086.66666,28.7,8.056
3/23/2015 16:59,42086.70832,28.67,8.056
3/23/2015 17:59,42086.74999,28.7,8.06
3/23/2015 18:59,42086.79166,28.7,8.059
3/23/2015 19:59,42086.83332,28.67,8.064
3/23/2015 20:59,42086.87499,28.67,8.062
3/23/2015 21:59,42086.91666,28.7,8.056
3/23/2015 22:59,42086.95832,28.73,8.058
3/23/2015 23:59,42086.99999,28.75,8.063
3/24/2015 0:59,42087.04166,28.75,8.055
3/24/2015 1:59,42087.08332,28.84,8.062
3/24/2015 2:59,42087.12499,28.92,8.061
3/24/2015 3:59,42087.16666,29.09,8.057
3/24/2015 4:59,42087.20832,29.03,8.062
3/24/2015 5:59,42087.24999,29.01,8.059
3/24/2015 6:59,42087.29166,29.01,8.061
3/24/2015 7:59,42087.33332,28.98,8.059
3/24/2015 8:59,42087.37499,28.89,8.044
3/24/2015 9:59,42087.41666,28.81,8.056
3/24/2015 10:59,42087.45832,28.92,8.061
3/24/2015 11:59,42087.49999,28.89,8.06
3/24/2015 12:59,42087.54166,28.92,8.067
3/24/2015 13:59,42087.58332,28.89,8.064
3/24/2015 14:59,42087.62499,28.87,8.057
3/24/2015 15:59,42087.66666,28.84,8.062
3/24/2015 16:59,42087.70832,28.84,8.046
3/24/2015 17:59,42087.74999,28.87,8.037
3/24/2015 18:59,42087.79166,28.89,8.056
3/24/2015 19:59,42087.83332,28.87,8.055
3/24/2015 20:59,42087.87499,28.78,8.064
3/24/2015 21:59,42087.91666,28.78,8.063
3/24/2015 22:59,42087.95832,28.73,8.069
3/24/2015 23:59,42087.99999,28.78,8.063
3/25/2015 0:59,42088.04166,28.75,8.064
3/25/2015 1:59,42088.08332,28.78,8.06
3/25/2015 2:59,42088.12499,28.78,8.061
3/25/2015 3:59,42088.16666,28.73,8.062
3/25/2015 4:59,42088.20832,28.73,8.059
3/25/2015 5:59,42088.24999,28.75,8.055
3/25/2015 6:59,42088.29166,28.75,8.058
3/25/2015 7:59,42088.33332,28.78,8.041
3/25/2015 8:59,42088.37499,28.84,8.043
3/25/2015 9:59,42088.41666,28.84,8.059
3/25/2015 10:59,42088.45832,28.89,8.043
3/25/2015 11:59,42088.49999,28.87,8.053
3/25/2015 12:59,42088.54166,28.89,8.057
3/25/2015 13:59,42088.58332,28.87,8.049
3/25/2015 14:59,42088.62499,28.84,8.051
3/25/2015 15:59,42088.66666,28.92,8.047
3/25/2015 16:59,42088.70832,28.78,8.049
3/25/2015 17:59,42088.74999,28.84,8.05
3/25/2015 18:59,42088.79166,28.92,8.047
3/25/2015 19:59,42088.83332,28.84,8.043
3/25/2015 20:59,42088.87499,28.78,8.055
3/25/2015 21:59,42088.91666,28.84,8.056
3/25/2015 22:59,42088.95832,28.89,8.046
3/25/2015 23:59,42088.99999,28.81,8.05
3/26/2015 0:59,42089.04166,28.78,8.066
3/26/2015 1:59,42089.08332,28.84,8.063
3/26/2015 2:59,42089.12499,28.84,8.063
3/26/2015 3:59,42089.16666,28.89,8.064
3/26/2015 4:59,42089.20832,28.92,8.068
3/26/2015 5:59,42089.24999,28.87,8.055
3/26/2015 6:59,42089.29166,28.87,8.05
3/26/2015 7:59,42089.33332,28.81,8.061
3/26/2015 8:59,42089.37499,28.87,8.056
3/26/2015 9:59,42089.41666,28.87,8.062
3/26/2015 10:59,42089.45832,28.92,8.058
3/26/2015 11:59,42089.49999,28.81,8.045
3/26/2015 12:59,42089.54166,28.75,8.063
3/26/2015 13:59,42089.58332,28.95,8.049
3/26/2015 14:59,42089.62499,28.98,8.052
3/26/2015 15:59,42089.66666,28.87,8.056
3/26/2015 16:59,42089.70832,28.87,8.051
3/26/2015 17:59,42089.74999,28.81,8.058
3/26/2015 18:59,42089.79166,28.84,8.06
3/26/2015 19:59,42089.83332,28.75,8.064
3/26/2015 20:59,42089.87499,28.78,8.065
3/26/2015 21:59,42089.91666,29.15,8.058
3/26/2015 22:59,42089.95832,29.12,8.057
3/26/2015 23:59,42089.99999,29.09,8.036
3/27/2015 0:59,42090.04166,29.03,8.045
3/27/2015 1:59,42090.08332,29.03,8.046
3/27/2015 2:59,42090.12499,29.06,8.052
3/27/2015 3:59,42090.16666,29.01,8.053
3/27/2015 4:59,42090.20832,29.15,8.048
3/27/2015 5:59,42090.24999,28.98,8.049
3/27/2015 6:59,42090.29166,28.87,8.056
3/27/2015 7:59,42090.33332,28.78,8.059
3/27/2015 8:59,42090.37499,28.81,8.054
3/27/2015 9:59,42090.41666,28.92,8.051
3/27/2015 10:59,42090.45832,28.98,8.052
3/27/2015 11:59,42090.49999,29.01,8.052
3/27/2015 12:59,42090.54166,28.78,8.054
3/27/2015 13:59,42090.58332,28.78,8.056
3/27/2015 14:59,42090.62499,28.87,8.052
3/27/2015 15:59,42090.66666,28.87,8.051
3/27/2015 16:59,42090.70832,29.03,8.053
3/27/2015 17:59,42090.74999,28.95,8.056
3/27/2015 18:59,42090.79166,28.95,8.05
3/27/2015 19:59,42090.83332,28.64,8.047
3/27/2015 20:59,42090.87499,28.87,8.054
3/27/2015 21:59,42090.91666,28.98,8.056
3/27/2015 22:59,42090.95832,28.98,8.05
3/27/2015 23:59,42090.99999,28.87,8.062
3/28/2015 0:59,42091.04166,28.89,8.061
3/28/2015 1:59,42091.08332,28.98,8.057
3/28/2015 2:59,42091.12499,28.95,8.065
3/28/2015 3:59,42091.16666,29.26,8.059
3/28/2015 4:59,42091.20832,29.26,8.057
3/28/2015 5:59,42091.24999,29.2,8.051
3/28/2015 6:59,42091.29166,28.87,8.056
3/28/2015 7:59,42091.33332,28.89,8.062
3/28/2015 8:59,42091.37499,28.95,8.054
3/28/2015 9:59,42091.41666,28.95,8.056
3/28/2015 10:59,42091.45832,28.92,8.054
3/28/2015 11:59,42091.49999,28.92,8.059
3/28/2015 12:59,42091.54166,28.87,8.071
3/28/2015 13:59,42091.58332,28.87,8.06
3/28/2015 14:59,42091.62499,28.92,8.062
3/28/2015 15:59,42091.66666,28.87,8.058
3/28/2015 16:59,42091.70832,28.92,8.057
3/28/2015 17:59,42091.74999,28.95,8.07
3/28/2015 18:59,42091.79166,28.87,8.057
3/28/2015 19:59,42091.83332,28.89,8.059
3/28/2015 20:59,42091.87499,28.95,8.064
3/28/2015 21:59,42091.91666,28.95,8.058
3/28/2015 22:59,42091.95832,28.95,8.059
3/28/2015 23:59,42091.99999,29.01,8.055
3/29/2015 0:59,42092.04166,29.01,8.06
3/29/2015 1:59,42092.08332,29.09,8.056
3/29/2015 2:59,42092.12499,29.03,8.056
3/29/2015 3:59,42092.16666,28.98,8.057
3/29/2015 4:59,42092.20832,29.09,8.063
3/29/2015 5:59,42092.24999,29.15,8.052
3/29/2015 6:59,42092.29166,29.01,8.051
3/29/2015 7:59,42092.33332,29.03,8.054
3/29/2015 8:59,42092.37499,28.84,8.062
3/29/2015 9:59,42092.41666,28.81,8.059
3/29/2015 10:59,42092.45832,28.95,8.055
3/29/2015 11:59,42092.49999,28.92,8.052
3/29/2015 12:59,42092.54166,28.98,8.05
3/29/2015 13:59,42092.58332,29.09,8.05
3/29/2015 14:59,42092.62499,29.01,8.041
3/29/2015 15:59,42092.66666,28.98,8.058
3/29/2015 16:59,42092.70832,28.95,8.054
3/29/2015 17:59,42092.74999,28.98,8.049
3/29/2015 18:59,42092.79166,28.98,8.049
3/29/2015 19:59,42092.83332,29.01,8.057
3/29/2015 20:59,42092.87499,29.06,8.049
3/29/2015 21:59,42092.91666,29.12,8.049
3/29/2015 22:59,42092.95832,29.43,8.05
3/29/2015 23:59,42092.99999,29.29,8.05
3/30/2015 0:59,42093.04166,29.23,8.05
3/30/2015 1:59,42093.08332,29.09,8.047
3/30/2015 2:59,42093.12499,29.09,8.047
3/30/2015 3:59,42093.16666,29.34,8.042
3/30/2015 4:59,42093.20832,29.09,8.04
3/30/2015 5:59,42093.24999,29.09,8.052
3/30/2015 6:59,42093.29166,29.09,8.045
3/30/2015 7:59,42093.33332,28.98,8.046
3/30/2015 8:59,42093.37499,29.12,8.04
3/30/2015 9:59,42093.41666,29.06,8.043
3/30/2015 10:59,42093.45832,29.06,8.046
3/30/2015 11:59,42093.49999,28.95,8.052
3/30/2015 12:59,42093.54166,29.03,8.043
3/30/2015 13:59,42093.58332,29.03,8.048
3/30/2015 14:59,42093.62499,28.92,8.053
3/30/2015 15:59,42093.66666,28.98,8.057
3/30/2015 16:59,42093.70832,28.98,8.06
3/30/2015 17:59,42093.74999,29.01,8.051
3/30/2015 18:59,42093.79166,29.01,8.05
3/30/2015 19:59,42093.83332,29.03,8.054
3/30/2015 20:59,42093.87499,29.15,8.06
3/30/2015 21:59,42093.91666,29.06,8.054
3/30/2015 22:59,42093.95832,29.18,8.053
3/30/2015 23:59,42093.99999,29.32,8.058
3/31/2015 0:59,42094.04166,29.26,8.057
3/31/2015 1:59,42094.08332,29.26,8.046
3/31/2015 2:59,42094.12499,29.26,8.059
3/31/2015 3:59,42094.16666,29.26,8.057
3/31/2015 4:59,42094.20832,29.23,8.057
3/31/2015 5:59,42094.24999,29.26,8.054
3/31/2015 6:59,42094.29166,29.23,8.058
3/31/2015 7:59,42094.33332,29.2,8.059
3/31/2015 8:59,42094.37499,29.18,8.058
3/31/2015 9:59,42094.41666,29.18,8.057
3/31/2015 10:59,42094.45832,29.15,8.058
3/31/2015 11:59,42094.49999,29.15,8.056
3/31/2015 12:59,42094.54166,29.18,8.056
3/31/2015 13:59,42094.58332,29.15,8.052
3/31/2015 14:59,42094.62499,29.12,8.048
3/31/2015 15:59,42094.66666,29.06,8.051
3/31/2015 16:59,42094.70832,29.12,8.053
3/31/2015 17:59,42094.74999,29.15,8.057
3/31/2015 18:59,42094.79166,29.06,8.054
3/31/2015 19:59,42094.83332,29.03,8.049
3/31/2015 20:59,42094.87499,29.03,8.05
3/31/2015 21:59,42094.91666,29.23,8.053
3/31/2015 22:59,42094.95832,29.18,8.037
3/31/2015 23:59,42094.99999,29.4,8.039
4/1/2015 0:59,42095.04166,29.4,8.058
4/1/2015 1:59,42095.08332,29.43,8.057
4/1/2015 2:59,42095.12499,29.4,8.055
4/1/2015 3:59,42095.16666,29.37,8.055
4/1/2015 4:59,42095.20832,29.34,8.052
4/1/2015 5:59,42095.24999,29.34,8.05
4/1/2015 6:59,42095.29166,29.32,8.028
4/1/2015 7:59,42095.33332,29.26,8.057
4/1/2015 8:59,42095.37499,29.26,8.064
4/1/2015 9:59,42095.41666,29.2,8.059
4/1/2015 10:59,42095.45832,29.23,8.052
4/1/2015 11:59,42095.49999,29.26,8.059
4/1/2015 12:59,42095.54166,29.26,8.051
4/1/2015 13:59,42095.58332,29.26,8.055
4/1/2015 14:59,42095.62499,29.23,8.044
4/1/2015 15:59,42095.66666,29.18,8.036
4/1/2015 16:59,42095.70832,29.03,8.042
4/1/2015 17:59,42095.74999,28.98,8.044
4/1/2015 18:59,42095.79166,29.18,8.049
4/1/2015 19:59,42095.83332,29.18,8.043
4/1/2015 20:59,42095.87499,29.15,8.029
4/1/2015 21:59,42095.91666,28.98,8.054
4/1/2015 22:59,42095.95832,28.92,8.054
4/1/2015 23:59,42095.99999,28.87,8.064
4/2/2015 0:59,42096.04166,29.01,8.057
4/2/2015 1:59,42096.08332,29.12,8.046
4/2/2015 2:59,42096.12499,29.03,8.061
4/2/2015 3:59,42096.16666,29.32,8.054
4/2/2015 4:59,42096.20832,29.23,8.035
4/2/2015 5:59,42096.24999,29.34,8.053
4/2/2015 6:59,42096.29166,29.29,8.049
4/2/2015 7:59,42096.33332,29.23,8.054
4/2/2015 8:59,42096.37499,29.23,8.056
4/2/2015 9:59,42096.41666,29.2,8.06
4/2/2015 10:59,42096.45832,29.18,8.056
4/2/2015 11:59,42096.49999,29.18,8.052
4/2/2015 12:59,42096.54166,29.18,8.061
4/2/2015 13:59,42096.58332,29.15,8.063
4/2/2015 14:59,42096.62499,29.12,8.059
4/2/2015 15:59,42096.66666,29.09,8.058
4/2/2015 16:59,42096.70832,29.09,8.058
4/2/2015 17:59,42096.74999,29.09,8.061
4/2/2015 18:59,42096.79166,29.15,8.054
4/2/2015 19:59,42096.83332,29.12,8.059
4/2/2015 20:59,42096.87499,29.18,8.056
4/2/2015 21:59,42096.91666,29.03,8.061
4/2/2015 22:59,42096.95832,29.32,8.052
4/2/2015 23:59,42096.99999,29.32,8.05
4/3/2015 0:59,42097.04166,29.29,8.048
4/3/2015 1:59,42097.08332,29.18,8.053
4/3/2015 2:59,42097.12499,29.34,8.051
4/3/2015 3:59,42097.16666,29.34,8.051
4/3/2015 4:59,42097.20832,29.29,8.052
4/3/2015 5:59,42097.24999,29.2,8.053
4/3/2015 6:59,42097.29166,29.2,8.054
4/3/2015 7:59,42097.33332,29.23,8.056
4/3/2015 8:59,42097.37499,29.2,8.059
4/3/2015 9:59,42097.41666,29.18,8.061
4/3/2015 10:59,42097.45832,29.15,8.06
4/3/2015 11:59,42097.49999,29.15,8.067
4/3/2015 12:59,42097.54166,29.15,8.064
4/3/2015 13:59,42097.58332,29.15,8.058
4/3/2015 14:59,42097.62499,29.18,8.052
4/3/2015 15:59,42097.66666,29.18,8.052
4/3/2015 16:59,42097.70832,29.15,8.056
4/3/2015 17:59,42097.74999,29.06,8.054
4/3/2015 18:59,42097.79166,29.15,8.059
4/3/2015 19:59,42097.83332,29.12,8.062
4/3/2015 20:59,42097.87499,29.06,8.052
4/3/2015 21:59,42097.91666,29.15,8.064
4/3/2015 22:59,42097.95832,29.18,8.059
4/3/2015 23:59,42097.99999,29.2,8.061
4/4/2015 0:59,42098.04166,29.23,8.068
4/4/2015 1:59,42098.08332,29.32,8.055
4/4/2015 2:59,42098.12499,29.12,8.062
4/4/2015 3:59,42098.16666,29.23,8.057
4/4/2015 4:59,42098.20832,29.09,8.061
4/4/2015 5:59,42098.24999,29.15,8.053
4/4/2015 6:59,42098.29166,29.26,8.045
4/4/2015 7:59,42098.33332,29.26,8.049
4/4/2015 8:59,42098.37499,29.12,8.045
4/4/2015 9:59,42098.41666,29.32,8.061
4/4/2015 10:59,42098.45832,29.29,8.061
4/4/2015 11:59,42098.49999,29.26,8.052
4/4/2015 12:59,42098.54166,29.15,8.043
4/4/2015 13:59,42098.58332,29.09,8.049
4/4/2015 14:59,42098.62499,29.2,8.048
4/4/2015 15:59,42098.66666,29.18,8.053
4/4/2015 16:59,42098.70832,29.15,8.058
4/4/2015 17:59,42098.74999,29.15,8.051
4/4/2015 18:59,42098.79166,29.12,8.057
4/4/2015 19:59,42098.83332,29.09,8.057
4/4/2015 20:59,42098.87499,29.15,8.057
4/4/2015 21:59,42098.91666,29.09,8.058
4/4/2015 22:59,42098.95832,29.12,8.055
4/4/2015 23:59,42098.99999,29.09,8.058
4/5/2015 0:59,42099.04166,29.18,8.066
4/5/2015 1:59,42099.08332,29.18,8.062
4/5/2015 2:59,42099.12499,29.29,8.027
4/5/2015 3:59,42099.16666,29.26,8.052
4/5/2015 4:59,42099.20832,29.23,8.053
4/5/2015 5:59,42099.24999,29.2,8.056
4/5/2015 6:59,42099.29166,29.2,8.056
4/5/2015 7:59,42099.33332,29.18,8.057
4/5/2015 8:59,42099.37499,29.15,8.057
4/5/2015 9:59,42099.41666,29.15,8.057
4/5/2015 10:59,42099.45832,29.15,8.053
4/5/2015 11:59,42099.49999,29.15,8.031
4/5/2015 12:59,42099.54166,29.18,8.046
4/5/2015 13:59,42099.58332,29.18,8.05
4/5/2015 14:59,42099.62499,29.15,8.049
4/5/2015 15:59,42099.66666,29.09,8.036
4/5/2015 16:59,42099.70832,29.12,8.054
4/5/2015 17:59,42099.74999,29.15,8.056
4/5/2015 18:59,42099.79166,29.12,8.056
4/5/2015 19:59,42099.83332,29.03,8.056
4/5/2015 20:59,42099.87499,29.09,8.057
4/5/2015 21:59,42099.91666,29.15,8.058
4/5/2015 22:59,42099.95832,29.18,8.048
4/5/2015 23:59,42099.99999,29.2,8.052
4/6/2015 0:59,42100.04166,29.2,8.062
4/6/2015 1:59,42100.08332,29.18,8.052
4/6/2015 2:59,42100.12499,29.03,8.059
4/6/2015 3:59,42100.16666,29.09,8.067
4/6/2015 4:59,42100.20832,29.09,8.053
4/6/2015 5:59,42100.24999,29.06,8.055
4/6/2015 6:59,42100.29166,29.06,8.065
4/6/2015 7:59,42100.33332,29.06,8.051
4/6/2015 8:59,42100.37499,29.06,8.057
4/6/2015 9:59,42100.41666,29.06,8.055
4/6/2015 10:59,42100.45832,29.06,8.054
4/6/2015 11:59,42100.49999,29.03,8.052
4/6/2015 12:59,42100.54166,29.03,8.056
4/6/2015 13:59,42100.58332,29.03,8.048
4/6/2015 14:59,42100.62499,29.03,8.056
4/6/2015 15:59,42100.66666,29.01,8.05
4/6/2015 16:59,42100.70832,29.01,8.051
4/6/2015 17:59,42100.74999,29.03,8.053
4/6/2015 18:59,42100.79166,29.03,8.05
4/6/2015 19:59,42100.83332,29.06,8.052
