timestamp_gmt,excel_serial_time_gmt,temperature_c,ph_totalscale
8/14/2012 4:00,41135.16668,26.35,8.088
8/14/2012 4:30,41135.18751,26.34,8.087
8/14/2012 5:00,41135.20834,26.34,8.087
8/14/2012 5:30,41135.22918,26.33,8.091
8/14/2012 6:00,41135.25001,26.32,8.091
8/14/2012 6:30,41135.27084,26.32,8.091
8/14/2012 7:00,41135.29168,26.33,8.091
8/14/2012 7:30,41135.31251,26.31,8.088
8/14/2012 8:00,41135.33334,26.31,8.088
8/14/2012 8:30,41135.35418,26.3,8.083
8/14/2012 9:00,41135.37501,26.32,8.086
8/14/2012 9:30,41135.39584,26.32,8.086
8/14/2012 10:00,41135.41668,26.31,8.087
8/14/2012 10:30,41135.43751,26.31,8.088
8/14/2012 11:00,41135.45834,26.3,8.085
8/14/2012 11:30,41135.47918,26.3,8.08
8/14/2012 12:00,41135.50001,26.32,8.079
8/14/2012 12:30,41135.52084,26.33,8.084
8/14/2012 13:00,41135.54168,26.32,8.085
8/14/2012 13:30,41135.56251,26.3,8.086
8/14/2012 14:00,41135.58334,26.31,8.088
8/14/2012 14:30,41135.60418,26.31,8.077
8/14/2012 15:00,41135.62501,26.31,8.077
8/14/2012 15:30,41135.64584,26.31,8.082
8/14/2012 16:00,41135.66668,26.31,8.08
8/14/2012 16:30,41135.68751,26.3,8.088
8/14/2012 17:00,41135.70834,26.3,8.086
8/14/2012 17:30,41135.72918,26.31,8.09
8/14/2012 18:00,41135.75001,26.32,8.088
8/14/2012 18:30,41135.77084,26.31,8.089
8/14/2012 19:00,41135.79168,26.32,8.09
8/14/2012 19:30,41135.81251,26.33,8.09
8/14/2012 20:00,41135.83334,26.32,8.089
8/14/2012 20:30,41135.85418,26.32,8.09
8/14/2012 21:00,41135.87501,26.32,8.09
8/14/2012 21:30,41135.89584,26.34,8.089
8/14/2012 22:00,41135.91668,26.31,8.092
8/14/2012 22:30,41135.93751,26.32,8.091
8/14/2012 23:00,41135.95834,26.32,8.085
8/14/2012 23:30,41135.97918,26.32,8.091
8/15/2012 0:00,41136.00001,26.32,8.086
8/15/2012 0:30,41136.02084,26.32,8.085
8/15/2012 1:00,41136.04168,26.33,8.084
8/15/2012 1:30,41136.06251,26.32,8.083
8/15/2012 2:00,41136.08334,26.34,8.082
8/15/2012 2:30,41136.10418,26.33,8.084
8/15/2012 3:00,41136.12501,26.34,8.088
8/15/2012 3:30,41136.14584,26.33,8.09
8/15/2012 4:00,41136.16668,26.32,8.088
8/15/2012 4:30,41136.18751,26.31,8.085
8/15/2012 5:00,41136.20834,26.3,8.083
8/15/2012 5:30,41136.22918,26.3,8.088
8/15/2012 6:00,41136.25001,26.3,8.091
8/15/2012 6:30,41136.27084,26.29,8.09
8/15/2012 7:00,41136.29168,26.29,8.089
8/15/2012 7:30,41136.31251,26.29,8.092
8/15/2012 8:00,41136.33334,26.3,8.091
8/15/2012 8:30,41136.35418,26.29,8.086
8/15/2012 9:00,41136.37501,26.29,8.089
8/15/2012 9:30,41136.39584,26.28,8.091
8/15/2012 10:00,41136.41668,26.27,8.088
8/15/2012 10:30,41136.43751,26.27,8.082
8/15/2012 11:00,41136.45834,26.27,8.077
8/15/2012 11:30,41136.47918,26.27,8.081
8/15/2012 12:00,41136.50001,26.27,8.082
8/15/2012 12:30,41136.52084,26.29,8.09
8/15/2012 13:00,41136.54168,26.28,8.088
8/15/2012 13:30,41136.56251,26.27,8.085
8/15/2012 14:00,41136.58334,26.27,8.085
8/15/2012 14:30,41136.60418,26.26,8.085
8/15/2012 15:00,41136.62501,26.26,8.079
8/15/2012 15:30,41136.64584,26.28,8.092
8/15/2012 16:00,41136.66668,26.27,8.089
8/15/2012 16:30,41136.68751,26.27,8.083
8/15/2012 17:00,41136.70834,26.27,8.089
8/15/2012 17:30,41136.72918,26.27,8.093
8/15/2012 18:00,41136.75001,26.27,8.092
8/15/2012 18:30,41136.77084,26.27,8.093
8/15/2012 19:00,41136.79168,26.28,8.093
8/15/2012 19:30,41136.81251,26.28,8.094
8/15/2012 20:00,41136.83334,26.28,8.09
8/15/2012 20:30,41136.85418,26.28,8.09
8/15/2012 21:00,41136.87501,26.29,8.093
8/15/2012 21:30,41136.89584,26.29,8.093
8/15/2012 22:00,41136.91668,26.29,8.09
8/15/2012 22:30,41136.93751,26.29,8.087
8/15/2012 23:00,41136.95834,26.3,8.086
8/15/2012 23:30,41136.97918,26.32,8.086
8/16/2012 0:00,41137.00001,26.33,8.085
8/16/2012 0:30,41137.02084,26.33,8.086
8/16/2012 1:00,41137.04168,26.32,8.086
8/16/2012 1:30,41137.06251,26.32,8.088
8/16/2012 2:00,41137.08334,26.31,8.087
8/16/2012 2:30,41137.10418,26.31,8.088
8/16/2012 3:00,41137.12501,26.31,8.086
8/16/2012 3:30,41137.14584,26.31,8.087
8/16/2012 4:00,41137.16668,26.3,8.093
8/16/2012 4:30,41137.18751,26.31,8.09
8/16/2012 5:00,41137.20834,26.3,8.096
8/16/2012 5:30,41137.22918,26.3,8.093
8/16/2012 6:00,41137.25001,26.29,8.09
8/16/2012 6:30,41137.27084,26.28,8.094
8/16/2012 7:00,41137.29168,26.27,8.092
8/16/2012 7:30,41137.31251,26.27,8.093
8/16/2012 8:00,41137.33334,26.27,8.093
8/16/2012 8:30,41137.35418,26.26,8.091
8/16/2012 9:00,41137.37501,26.26,8.091
8/16/2012 9:30,41137.39584,26.26,8.093
8/16/2012 10:00,41137.41668,26.25,8.095
8/16/2012 10:30,41137.43751,26.26,8.094
8/16/2012 11:00,41137.45834,26.26,8.091
8/16/2012 11:30,41137.47918,26.25,8.084
8/16/2012 12:00,41137.50001,26.24,8.086
8/16/2012 12:30,41137.52084,26.21,8.083
8/16/2012 13:00,41137.54168,26.23,8.09
8/16/2012 13:30,41137.56251,26.25,8.095
8/16/2012 14:00,41137.58334,26.26,8.091
8/16/2012 14:30,41137.60418,26.26,8.091
8/16/2012 15:00,41137.62501,26.27,8.096
8/16/2012 15:30,41137.64584,26.26,8.094
8/16/2012 16:00,41137.66668,26.25,8.096
8/16/2012 16:30,41137.68751,26.25,8.096
8/16/2012 17:00,41137.70834,26.25,8.095
8/16/2012 17:30,41137.72918,26.24,8.096
8/16/2012 18:00,41137.75001,26.24,8.097
8/16/2012 18:30,41137.77084,26.26,8.098
8/16/2012 19:00,41137.79168,26.27,8.098
8/16/2012 19:30,41137.81251,26.27,8.098
8/16/2012 20:00,41137.83334,26.27,8.097
8/16/2012 20:30,41137.85418,26.28,8.096
8/16/2012 21:00,41137.87501,26.29,8.096
8/16/2012 21:30,41137.89584,26.29,8.096
8/16/2012 22:00,41137.91668,26.29,8.093
8/16/2012 22:30,41137.93751,26.3,8.094
8/16/2012 23:00,41137.95834,26.3,8.087
8/16/2012 23:30,41137.97918,26.3,8.092
8/17/2012 0:00,41138.00001,26.3,8.09
8/17/2012 0:30,41138.02084,26.31,8.091
8/17/2012 1:00,41138.04168,26.31,8.093
8/17/2012 1:30,41138.06251,26.31,8.091
8/17/2012 2:00,41138.08334,26.31,8.097
8/17/2012 2:30,41138.10418,26.3,8.096
8/17/2012 3:00,41138.12501,26.3,8.097
8/17/2012 3:30,41138.14584,26.3,8.098
8/17/2012 4:00,41138.16668,26.29,8.094
8/17/2012 4:30,41138.18751,26.28,8.092
8/17/2012 5:00,41138.20834,26.27,8.099
8/17/2012 5:30,41138.22918,26.27,8.098
8/17/2012 6:00,41138.25001,26.27,8.097
8/17/2012 6:30,41138.27084,26.26,8.092
8/17/2012 7:00,41138.29168,26.24,8.088
8/17/2012 7:30,41138.31251,26.24,8.094
8/17/2012 8:00,41138.33334,26.23,8.096
8/17/2012 8:30,41138.35418,26.24,8.095
8/17/2012 9:00,41138.37501,26.25,8.095
8/17/2012 9:30,41138.39584,26.25,8.095
8/17/2012 10:00,41138.41668,26.25,8.096
8/17/2012 10:30,41138.43751,26.26,8.097
8/17/2012 11:00,41138.45834,26.26,8.095
8/17/2012 11:30,41138.47918,26.26,8.093
8/17/2012 12:00,41138.50001,26.25,8.092
8/17/2012 12:30,41138.52084,26.25,8.094
8/17/2012 13:00,41138.54168,26.24,8.092
8/17/2012 13:30,41138.56251,26.24,8.092
8/17/2012 14:00,41138.58334,26.24,8.092
8/17/2012 14:30,41138.60418,26.23,8.092
8/17/2012 15:00,41138.62501,26.23,8.091
8/17/2012 15:30,41138.64584,26.22,8.093
8/17/2012 16:00,41138.66668,26.21,8.093
8/17/2012 16:30,41138.68751,26.2,8.094
8/17/2012 17:00,41138.70834,26.2,8.094
8/17/2012 17:30,41138.72918,26.21,8.094
8/17/2012 18:00,41138.75001,26.22,8.094
8/17/2012 18:30,41138.77084,26.22,8.093
8/17/2012 19:00,41138.79168,26.22,8.09
8/17/2012 19:30,41138.81251,26.23,8.096
8/17/2012 20:00,41138.83334,26.23,8.096
8/17/2012 20:30,41138.85418,26.24,8.093
8/17/2012 21:00,41138.87501,26.25,8.094
8/17/2012 21:30,41138.89584,26.26,8.092
8/17/2012 22:00,41138.91668,26.27,8.091
8/17/2012 22:30,41138.93751,26.3,8.093
8/17/2012 23:00,41138.95834,26.32,8.093
8/17/2012 23:30,41138.97918,26.33,8.09
8/18/2012 0:00,41139.00001,26.32,8.098
8/18/2012 0:30,41139.02084,26.31,8.097
8/18/2012 1:00,41139.04168,26.32,8.094
8/18/2012 1:30,41139.06251,26.32,8.094
8/18/2012 2:00,41139.08334,26.32,8.095
8/18/2012 2:30,41139.10418,26.32,8.094
8/18/2012 3:00,41139.12501,26.33,8.094
8/18/2012 3:30,41139.14584,26.33,8.096
8/18/2012 4:00,41139.16668,26.34,8.092
8/18/2012 4:30,41139.18751,26.32,8.088
8/18/2012 5:00,41139.20834,26.33,8.093
8/18/2012 5:30,41139.22918,26.33,8.093
8/18/2012 6:00,41139.25001,26.32,8.092
8/18/2012 6:30,41139.27084,26.31,8.081
8/18/2012 7:00,41139.29168,26.28,8.086
8/18/2012 7:30,41139.31251,26.28,8.085
8/18/2012 8:00,41139.33334,26.27,8.096
8/18/2012 8:30,41139.35418,26.28,8.092
8/18/2012 9:00,41139.37501,26.28,8.095
8/18/2012 9:30,41139.39584,26.27,8.087
8/18/2012 10:00,41139.41668,26.26,8.093
8/18/2012 10:30,41139.43751,26.25,8.094
8/18/2012 11:00,41139.45834,26.25,8.093
8/18/2012 11:30,41139.47918,26.25,8.087
8/18/2012 12:00,41139.50001,26.24,8.089
8/18/2012 12:30,41139.52084,26.23,8.091
8/18/2012 13:00,41139.54168,26.23,8.083
8/18/2012 13:30,41139.56251,26.23,8.083
8/18/2012 14:00,41139.58334,26.22,8.089
8/18/2012 14:30,41139.60418,26.22,8.088
8/18/2012 15:00,41139.62501,26.22,8.088
8/18/2012 15:30,41139.64584,26.22,8.092
8/18/2012 16:00,41139.66668,26.22,8.093
8/18/2012 16:30,41139.68751,26.22,8.092
8/18/2012 17:00,41139.70834,26.21,8.092
8/18/2012 17:30,41139.72918,26.21,8.093
8/18/2012 18:00,41139.75001,26.22,8.095
8/18/2012 18:30,41139.77084,26.22,8.092
8/18/2012 19:00,41139.79168,26.23,8.093
8/18/2012 19:30,41139.81251,26.23,8.092
8/18/2012 20:00,41139.83334,26.24,8.092
8/18/2012 20:30,41139.85418,26.25,8.097
8/18/2012 21:00,41139.87501,26.25,8.099
8/18/2012 21:30,41139.89584,26.26,8.099
8/18/2012 22:00,41139.91668,26.28,8.098
8/18/2012 22:30,41139.93751,26.29,8.099
8/18/2012 23:00,41139.95834,26.29,8.095
8/18/2012 23:30,41139.97918,26.29,8.101
8/19/2012 0:00,41140.00001,26.29,8.1
8/19/2012 0:30,41140.02084,26.29,8.103
8/19/2012 1:00,41140.04168,26.28,8.102
8/19/2012 1:30,41140.06251,26.29,8.103
8/19/2012 2:00,41140.08334,26.3,8.104
8/19/2012 2:30,41140.10418,26.3,8.104
8/19/2012 3:00,41140.12501,26.29,8.101
8/19/2012 3:30,41140.14584,26.28,8.102
8/19/2012 4:00,41140.16668,26.27,8.101
8/19/2012 4:30,41140.18751,26.26,8.099
8/19/2012 5:00,41140.20834,26.26,8.1
8/19/2012 5:30,41140.22918,26.27,8.1
8/19/2012 6:00,41140.25001,26.26,8.1
8/19/2012 6:30,41140.27084,26.26,8.102
8/19/2012 7:00,41140.29168,26.26,8.099
8/19/2012 7:30,41140.31251,26.26,8.091
8/19/2012 8:00,41140.33334,26.26,8.086
8/19/2012 8:30,41140.35418,26.26,8.086
8/19/2012 9:00,41140.37501,26.26,8.094
8/19/2012 9:30,41140.39584,26.26,8.087
8/19/2012 10:00,41140.41668,26.27,8.1
8/19/2012 10:30,41140.43751,26.24,8.092
8/19/2012 11:00,41140.45834,26.23,8.092
8/19/2012 11:30,41140.47918,26.18,8.085
8/19/2012 12:00,41140.50001,26.19,8.095
8/19/2012 12:30,41140.52084,26.17,8.09
8/19/2012 13:00,41140.54168,26.17,8.092
8/19/2012 13:30,41140.56251,26.17,8.09
8/19/2012 14:00,41140.58334,26.17,8.085
8/19/2012 14:30,41140.60418,26.17,8.085
8/19/2012 15:00,41140.62501,26.16,8.073
8/19/2012 15:30,41140.64584,26.15,8.083
8/19/2012 16:00,41140.66668,26.16,8.083
8/19/2012 16:30,41140.68751,26.18,8.087
8/19/2012 17:00,41140.70834,26.17,8.083
8/19/2012 17:30,41140.72918,26.17,8.084
8/19/2012 18:00,41140.75001,26.16,8.081
8/19/2012 18:30,41140.77084,26.17,8.08
8/19/2012 19:00,41140.79168,26.18,8.082
8/19/2012 19:30,41140.81251,26.22,8.085
8/19/2012 20:00,41140.83334,26.23,8.092
8/19/2012 20:30,41140.85418,26.25,8.087
8/19/2012 21:00,41140.87501,26.26,8.098
8/19/2012 21:30,41140.89584,26.26,8.1
8/19/2012 22:00,41140.91668,26.27,8.101
8/19/2012 22:30,41140.93751,26.33,8.096
8/19/2012 23:00,41140.95834,26.33,8.094
8/19/2012 23:30,41140.97918,26.27,8.093
8/20/2012 0:00,41141.00001,26.26,8.102
8/20/2012 0:30,41141.02084,26.26,8.098
8/20/2012 1:00,41141.04168,26.25,8.096
8/20/2012 1:30,41141.06251,26.28,8.095
8/20/2012 2:00,41141.08334,26.27,8.098
8/20/2012 2:30,41141.10418,26.28,8.097
8/20/2012 3:00,41141.12501,26.27,8.104
8/20/2012 3:30,41141.14584,26.24,8.1
8/20/2012 4:00,41141.16668,26.24,8.093
8/20/2012 4:30,41141.18751,26.24,8.094
8/20/2012 5:00,41141.20834,26.26,8.091
8/20/2012 5:30,41141.22918,26.3,8.1
8/20/2012 6:00,41141.25001,26.4,8.095
8/20/2012 6:30,41141.27084,26.46,8.1
8/20/2012 7:00,41141.29168,26.42,8.098
8/20/2012 7:30,41141.31251,26.35,8.098
8/20/2012 8:00,41141.33334,26.33,8.094
8/20/2012 8:30,41141.35418,26.3,8.091
8/20/2012 9:00,41141.37501,26.31,8.086
8/20/2012 9:30,41141.39584,26.23,8.087
8/20/2012 10:00,41141.41668,26.21,8.093
8/20/2012 10:30,41141.43751,26.22,8.096
8/20/2012 11:00,41141.45834,26.24,8.1
8/20/2012 11:30,41141.47918,26.27,8.102
8/20/2012 12:00,41141.50001,26.3,8.1
8/20/2012 12:30,41141.52084,26.25,8.094
8/20/2012 13:00,41141.54168,26.25,8.094
8/20/2012 13:30,41141.56251,26.23,8.095
8/20/2012 14:00,41141.58334,26.21,8.097
8/20/2012 14:30,41141.60418,26.19,8.097
8/20/2012 15:00,41141.62501,26.2,8.094
8/20/2012 15:30,41141.64584,26.19,8.096
8/20/2012 16:00,41141.66668,26.18,8.095
8/20/2012 16:30,41141.68751,26.18,8.094
8/20/2012 17:00,41141.70834,26.17,8.096
8/20/2012 17:30,41141.72918,26.17,8.095
8/20/2012 18:00,41141.75001,26.17,8.095
8/20/2012 18:30,41141.77084,26.18,8.091
8/20/2012 19:00,41141.79168,26.19,8.091
8/20/2012 19:30,41141.81251,26.2,8.094
8/20/2012 20:00,41141.83334,26.2,8.088
8/20/2012 20:30,41141.85418,26.2,8.087
8/20/2012 21:00,41141.87501,26.19,8.09
8/20/2012 21:30,41141.89584,26.17,8.095
8/20/2012 22:00,41141.91668,26.17,8.093
8/20/2012 22:30,41141.93751,26.17,8.086
8/20/2012 23:00,41141.95834,26.18,8.092
8/20/2012 23:30,41141.97918,26.13,8.096
8/21/2012 0:00,41142.00001,26.13,8.098
8/21/2012 0:30,41142.02084,26.14,8.099
8/21/2012 1:00,41142.04168,26.16,8.099
8/21/2012 1:30,41142.06251,26.18,8.1
8/21/2012 2:00,41142.08334,26.18,8.099
8/21/2012 2:30,41142.10418,26.19,8.096
8/21/2012 3:00,41142.12501,26.22,8.098
8/21/2012 3:30,41142.14584,26.19,8.096
8/21/2012 4:00,41142.16668,26.21,8.092
8/21/2012 4:30,41142.18751,26.19,8.091
8/21/2012 5:00,41142.20834,26.21,8.089
8/21/2012 5:30,41142.22918,26.2,8.088
8/21/2012 6:00,41142.25001,26.2,8.097
8/21/2012 6:30,41142.27084,26.21,8.098
8/21/2012 7:00,41142.29168,26.23,8.092
8/21/2012 7:30,41142.31251,26.23,8.092
8/21/2012 8:00,41142.33334,26.23,8.086
8/21/2012 8:30,41142.35418,26.23,8.087
8/21/2012 9:00,41142.37501,26.23,8.083
8/21/2012 9:30,41142.39584,26.22,8.086
8/21/2012 10:00,41142.41668,26.22,8.095
8/21/2012 10:30,41142.43751,26.22,8.094
8/21/2012 11:00,41142.45834,26.2,8.089
8/21/2012 11:30,41142.47918,26.2,8.091
8/21/2012 12:00,41142.50001,26.19,8.096
8/21/2012 12:30,41142.52084,26.19,8.095
8/21/2012 13:00,41142.54168,26.19,8.101
8/21/2012 13:30,41142.56251,26.19,8.095
8/21/2012 14:00,41142.58334,26.18,8.095
8/21/2012 14:30,41142.60418,26.18,8.095
8/21/2012 15:00,41142.62501,26.17,8.093
8/21/2012 15:30,41142.64584,26.17,8.093
8/21/2012 16:00,41142.66668,26.17,8.092
8/21/2012 16:30,41142.68751,26.16,8.078
8/21/2012 17:00,41142.70834,26.14,8.088
8/21/2012 17:30,41142.72918,26.13,8.09
8/21/2012 18:00,41142.75001,26.14,8.085
8/21/2012 18:30,41142.77084,26.14,8.088
8/21/2012 19:00,41142.79168,26.16,8.097
8/21/2012 19:30,41142.81251,26.18,8.098
8/21/2012 20:00,41142.83334,26.2,8.096
8/21/2012 20:30,41142.85418,26.22,8.097
8/21/2012 21:00,41142.87501,26.23,8.096
8/21/2012 21:30,41142.89584,26.26,8.103
8/21/2012 22:00,41142.91668,26.24,8.1
8/21/2012 22:30,41142.93751,26.23,8.099
8/21/2012 23:00,41142.95834,26.23,8.092
8/21/2012 23:30,41142.97918,26.24,8.097
8/22/2012 0:00,41143.00001,26.25,8.103
8/22/2012 0:30,41143.02084,26.26,8.107
8/22/2012 1:00,41143.04168,26.25,8.095
8/22/2012 1:30,41143.06251,26.25,8.105
8/22/2012 2:00,41143.08334,26.23,8.101
8/22/2012 2:30,41143.10418,26.24,8.101
8/22/2012 3:00,41143.12501,26.23,8.099
8/22/2012 3:30,41143.14584,26.23,8.101
8/22/2012 4:00,41143.16668,26.24,8.109
8/22/2012 4:30,41143.18751,26.24,8.108
8/22/2012 5:00,41143.20834,26.35,8.109
8/22/2012 5:30,41143.22918,26.29,8.108
8/22/2012 6:00,41143.25001,26.25,8.105
8/22/2012 6:30,41143.27084,26.24,8.102
8/22/2012 7:00,41143.29168,26.24,8.101
8/22/2012 7:30,41143.31251,26.39,8.099
8/22/2012 8:00,41143.33334,26.39,8.098
8/22/2012 8:30,41143.35418,26.43,8.098
8/22/2012 9:00,41143.37501,26.44,8.1
8/22/2012 9:30,41143.39584,26.41,8.098
8/22/2012 10:00,41143.41668,26.37,8.104
8/22/2012 10:30,41143.43751,26.32,8.096
8/22/2012 11:00,41143.45834,26.36,8.104
8/22/2012 11:30,41143.47918,26.32,8.103
8/22/2012 12:00,41143.50001,26.31,8.097
8/22/2012 12:30,41143.52084,26.24,8.086
8/22/2012 13:00,41143.54168,26.24,8.104
8/22/2012 13:30,41143.56251,26.16,8.1
8/22/2012 14:00,41143.58334,26.16,8.1
8/22/2012 14:30,41143.60418,26.15,8.094
8/22/2012 15:00,41143.62501,26.16,8.095
8/22/2012 15:30,41143.64584,26.17,8.097
8/22/2012 16:00,41143.66668,26.17,8.095
8/22/2012 16:30,41143.68751,26.18,8.096
8/22/2012 17:00,41143.70834,26.19,8.097
8/22/2012 17:30,41143.72918,26.22,8.097
8/22/2012 18:00,41143.75001,26.24,8.097
8/22/2012 18:30,41143.77084,26.26,8.096
8/22/2012 19:00,41143.79168,26.25,8.09
8/22/2012 19:30,41143.81251,26.25,8.091
8/22/2012 20:00,41143.83334,26.29,8.093
8/22/2012 20:30,41143.85418,26.39,8.096
8/22/2012 21:00,41143.87501,26.34,8.097
8/22/2012 21:30,41143.89584,26.31,8.101
8/22/2012 22:00,41143.91668,26.3,8.102
8/22/2012 22:30,41143.93751,26.29,8.099
8/22/2012 23:00,41143.95834,26.29,8.099
8/22/2012 23:30,41143.97918,26.28,8.104
8/23/2012 0:00,41144.00001,26.29,8.105
8/23/2012 0:30,41144.02084,26.25,8.106
8/23/2012 1:00,41144.04168,26.23,8.107
8/23/2012 1:30,41144.06251,26.22,8.108
8/23/2012 2:00,41144.08334,26.2,8.106
8/23/2012 2:30,41144.10418,26.19,8.106
8/23/2012 3:00,41144.12501,26.17,8.105
8/23/2012 3:30,41144.14584,26.14,8.101
8/23/2012 4:00,41144.16668,26.16,8.102
8/23/2012 4:30,41144.18751,26.16,8.102
8/23/2012 5:00,41144.20834,26.22,8.103
8/23/2012 5:30,41144.22918,26.25,8.102
8/23/2012 6:00,41144.25001,26.27,8.1
8/23/2012 6:30,41144.27084,26.27,8.099
8/23/2012 7:00,41144.29168,26.28,8.098
8/23/2012 7:30,41144.31251,26.23,8.095
8/23/2012 8:00,41144.33334,26.27,8.103
8/23/2012 8:30,41144.35418,26.32,8.102
8/23/2012 9:00,41144.37501,26.31,8.1
8/23/2012 9:30,41144.39584,26.34,8.094
8/23/2012 10:00,41144.41668,26.38,8.094
8/23/2012 10:30,41144.43751,26.26,8.092
8/23/2012 11:00,41144.45834,26.23,8.092
8/23/2012 11:30,41144.47918,26.26,8.094
8/23/2012 12:00,41144.50001,26.25,8.092
8/23/2012 12:30,41144.52084,26.22,8.092
8/23/2012 13:00,41144.54168,26.22,8.097
8/23/2012 13:30,41144.56251,26.21,8.093
8/23/2012 14:00,41144.58334,26.24,8.093
8/23/2012 14:30,41144.60418,26.23,8.094
8/23/2012 15:00,41144.62501,26.22,8.099
