"","XUP","XUP_ROT","YUP","YUP_ROT","Raw_Speed_UP","Compass_Dir_UP","Vec_Rot_Speed_UP","Depth_UP","XDN","XDN_ROT","YDN","YDN_ROT","Raw_Speed_DN","Compass_Dir_DN","Vec_Rot_Speed_DN","Depth_DN","PAR","UP_Oxy","UP_Temp","DN_Oxy","DN_Temp","Wind_Speed","mean_solar_rad_kwpm2","PP","DNOff","O2_Diff","airflux"
"2018-01-19 12:10:00",-0.0189716233766234,-0.0246776912891867,-0.310218658008658,-0.293159188043215,0.320628033666015,183.499602052192,0.302210344195193,2.23550668990029,-0.0319135384615385,-0.0315491002469055,-0.147255384615385,-0.14220081196594,0.15545593409536,192.228172008708,0.150151640341838,2.68857046894176,2216.8925,209.699928120508,29.6498,221.845586525281,29.821,4.2499,0.7848,43.0027228676542,220.079688765951,10.3797606454432,3.37718406440571
"2018-01-19 12:20:00",-0.0185190476190476,-0.0225209150791853,-0.314552380952381,-0.297529767738093,0.323839798143566,183.369358885456,0.306222383718222,2.25007792880998,-0.0762532307692308,-0.0755661018070928,-0.219324,-0.217496638902741,0.23401829954763,199.171229116587,0.23203487133289,2.69151795521737,2061.49425,209.783684917807,29.6555,221.211299488481,29.8252,3.0692,0.5085,45.3523871921161,218.651767709591,8.8680827917841,2.83040758575792
"2018-01-19 12:30:00",0.0287896103896103,0.0206629227038071,-0.378317316017316,-0.343953303340727,0.389032570329826,175.648229793492,0.353369381645348,2.26848232222323,-0.0233732307692308,-0.0243431931466858,-0.170090615384615,-0.163123209130778,0.176717889932176,187.824372321717,0.169492135869428,2.69132167806455,1819.11425,208.663317238577,29.6132,220.823802734734,29.8094,4.8004,0.749,43.8689688011105,217.798723048737,9.13540581015911,3.68558119689567
"2018-01-19 12:40:00",-0.0069556277056277,-0.0259209354709609,-0.292265367965368,-0.263824371810758,0.316387081086574,181.363325707879,0.281528390427865,2.26671039894833,-0.014446,-0.014138716216537,-0.158005846153846,-0.149212927726711,0.164890645149826,185.2238581062,0.155325343920533,2.70625392332443,2296.4875,210.359799049941,29.6433,220.079688765951,29.8078,3.3365,0.6652,40.2029691588241,220.164948979192,9.8051499292516,2.73885476049869
"2018-01-19 12:50:00",-0.0219526190476191,-0.0239035936961432,-0.295185476190476,-0.281964128590857,0.302304667682522,184.253194490056,0.288705599682841,2.26227918067383,-0.0371781538461538,-0.0379414115885275,-0.200302615384615,-0.196087729169253,0.206778353566377,190.515004225938,0.202420184032986,2.68886485984456,2329.5,210.219134789674,29.6554,218.651767709591,29.7952,3.3766,0.8758,51.8770626629366,221.251995330448,11.0328605407732,2.76960594449554
"2018-01-19 13:00:00",-0.00268571428571433,-0.0066925090359617,-0.29577619047619,-0.278442326001315,0.30171707321092,180.520244236817,0.283637404846783,2.25460473451904,-0.0237409230769231,-0.0230416790415055,-0.177799076923077,-0.170574186719782,0.18452436708698,187.605528349334,0.176971277134103,2.71588170265234,2158.3,209.352334520908,29.6547,217.798723048737,29.7752,5.5087,0.7271,47.2970126476798,220.390101698361,11.0377671774537,3.85028225309566
"2018-01-19 13:10:00",0.018258658008658,0.0103256787818877,-0.298018181818182,-0.272011879008497,0.307181925434325,176.494045983997,0.279657890079171,2.27743601886522,-0.0226006153846154,-0.0238088104373617,-0.155805384615385,-0.149161435395327,0.162513699739112,188.25356911685,0.155605210854181,2.71421178624421,2318.5325,209.454212763298,29.6686,220.164948979192,29.8061,5.2494,0.5835,45.8365739549457,220.792431142738,11.3382183794402,3.84621164789444
"2018-01-19 13:20:00",-0.025289826839827,-0.0321999354149145,-0.287711688311688,-0.266938802665865,0.305893312490384,185.023381921701,0.282534085899395,2.26670995968805,-0.0247595384615385,-0.0241411186613909,-0.151505846153846,-0.143971625933967,0.16028614697757,189.281401613893,0.152124749782281,2.71823848461159,2338.3325,209.67566176011,29.6729,221.251995330448,29.8343,3.651,0.9042,41.9409575386124,219.968817818316,10.293156058206,2.94265863020082
"2018-01-19 13:30:00",0.0210623376623377,0.0116938045705972,-0.299832251082251,-0.272936647705264,0.309582928229119,175.981740139424,0.280572976556822,2.26897312012871,-0.0420455384615385,-0.0371670450857189,-0.146117846153846,-0.136813090065308,0.164159931334382,196.053219212174,0.152026116973854,2.71568491502319,2130.8675,209.154417463591,29.6546,220.390101698361,29.8335,3.9416,0.7893,43.9427044201784,219.968817818316,10.8144003547244,3.01302732836786
"2018-01-19 13:40:00",-0.0185666666666666,-0.0205548119277707,-0.259004761904762,-0.245835874541729,0.266603729745874,184.10021444715,0.253115853838705,2.26444711997434,-0.000849846153846146,-0.00556865797171132,-0.152819230769231,-0.138440671124059,0.16274527702162,180.318625427617,0.146390228328327,2.71745331768929,2033.72,209.943419119945,29.6703,220.792431142738,29.8391,2.8489,0.6411,40.8269934043416,220.715868131046,10.7724490111006,2.44515035755684
