time_local,time_utc,air_temp_C,data_coverage_air_temp_C,wind_stress_pa,data_coverage_wind_stress_pa,wind_direction_degtrue,data_coverage_wind_direction_degtrue,wind_U_mps,data_coverage_wind_U_mps,wind_V_mps,data_coverage_wind_V_mps,mean_solar_rad_kwpm2,data_coverage_mean_solar_rad_kwpm2,atm_press_mbar,data_coverage_atm_press_mbar,cumulative_rainfall_mm,data_coverage_cumulative_rainfall_mm
2010-06-13 00:00:00,2010-06-13 10:00:00, 25.11, 1.00, 0.0013, 1.00, 208.9, 0.99,   0.16, 1.00,   0.29, 1.00,    0.15, 1.00, 1014.31, 1.00,  36.1, 1.00
2010-06-14 00:00:00,2010-06-14 10:00:00, 25.04, 1.00, 0.0008, 1.00, 196.9, 1.00,   0.09, 1.00,   0.29, 1.00,    0.17, 1.00, 1014.30, 1.00,   0.3, 1.00
2010-06-15 00:00:00,2010-06-15 10:00:00, 25.90, 1.00, 0.0057, 1.00,  46.0, 1.00,  -0.85, 1.00,  -0.82, 1.00,    0.21, 1.00, 1013.96, 1.00,   0.0, 1.00
2010-06-16 00:00:00,2010-06-16 10:00:00, 25.91, 1.00, 0.0014, 1.00, 147.4, 1.00,  -0.17, 1.00,   0.26, 1.00,    0.22, 1.00, 1014.51, 1.00,   0.0, 1.00
2010-06-17 00:00:00,2010-06-17 10:00:00, 25.19, 1.00, 0.0096, 1.00, 139.7, 1.00,  -1.57, 1.00,   1.85, 1.00,    0.21, 1.00, 1014.91, 1.00,   0.0, 1.00
2010-06-18 00:00:00,2010-06-18 10:00:00, 24.25, 1.00, 0.0194, 1.00, 133.7, 1.00,  -2.56, 1.00,   2.44, 1.00,    0.14, 1.00, 1014.31, 1.00,   0.0, 1.00
2010-06-19 00:00:00,2010-06-19 10:00:00, 24.55, 1.00, 0.0354, 1.00, 132.5, 1.00,  -3.55, 1.00,   3.26, 1.00,    0.18, 1.00, 1015.02, 1.00,   0.0, 1.00
2010-06-20 00:00:00,2010-06-20 10:00:00, 24.52, 1.00, 0.0149, 1.00, 102.8, 1.00,  -1.71, 1.00,   0.39, 1.00,    0.03, 1.00, 1015.14, 1.00,  14.2, 1.00
2010-06-21 00:00:00,2010-06-21 10:00:00, 24.43, 1.00, 0.0062, 1.00, 116.0, 1.00,  -0.97, 1.00,   0.47, 1.00,    0.13, 1.00, 1014.51, 1.00,   0.3, 1.00
2010-06-22 00:00:00,2010-06-22 10:00:00, 25.23, 1.00, 0.0025, 1.00, 157.0, 1.00,  -0.31, 1.00,   0.73, 1.00,    0.23, 1.00, 1012.97, 1.00,   0.0, 1.00
2010-06-23 00:00:00,2010-06-23 10:00:00, 24.51, 1.00, 0.0011, 1.00, 162.2, 1.00,  -0.09, 1.00,   0.29, 1.00,    0.22, 1.00, 1013.28, 1.00,   0.0, 1.00
2010-06-24 00:00:00,2010-06-24 10:00:00, 24.88, 1.00, 0.0011, 1.00, 180.6, 1.00,   0.00, 1.00,   0.34, 1.00,    0.22, 1.00, 1013.35, 1.00,   0.0, 1.00
2010-06-25 00:00:00,2010-06-25 10:00:00, 24.59, 1.00, 0.0049, 1.00, 136.9, 1.00,  -0.82, 1.00,   0.87, 1.00,    0.18, 1.00, 1012.95, 1.00,   6.1, 1.00
2010-06-26 00:00:00,2010-06-26 10:00:00, 25.26, 1.00, 0.0121, 1.00, 133.7, 1.00,  -1.96, 1.00,   1.87, 1.00,    0.22, 1.00, 1014.12, 1.00,   0.3, 1.00
2010-06-27 00:00:00,2010-06-27 10:00:00, 24.10, 1.00, 0.0051, 1.00, 113.3, 1.00,  -0.71, 1.00,   0.30, 1.00,    0.13, 1.00, 1015.61, 1.00,   1.0, 1.00
2010-06-28 00:00:00,2010-06-28 10:00:00, 24.44, 1.00, 0.0028, 1.00, 108.5, 1.00,  -0.42, 1.00,   0.14, 1.00,    0.21, 1.00, 1015.68, 1.00,   0.0, 1.00
2010-06-29 00:00:00,2010-06-29 10:00:00, 25.31, 1.00, 0.0076, 1.00,  87.8, 1.00,  -1.25, 1.00,  -0.05, 1.00,    0.20, 1.00, 1014.67, 1.00,   0.3, 1.00
2010-06-30 00:00:00,2010-06-30 10:00:00, 27.03, 1.00, 0.0118, 1.00,  78.4, 1.00,  -2.02, 1.00,  -0.41, 1.00,    0.23, 1.00, 1015.16, 1.00,   0.0, 1.00
2010-07-01 00:00:00,2010-07-01 10:00:00, 27.04, 1.00, 0.0127, 1.00,  65.7, 1.00,  -2.01, 1.00,  -0.90, 1.00,    0.22, 1.00, 1014.89, 1.00,   1.5, 1.00
2010-07-02 00:00:00,2010-07-02 10:00:00, 27.00, 1.00, 0.0223, 1.00,  33.8, 1.00,  -2.11, 1.00,  -3.14, 1.00,    0.19, 1.00, 1013.91, 1.00,   0.0, 1.00
2010-07-03 00:00:00,2010-07-03 10:00:00, 26.12, 1.00, 0.0113, 1.00,  25.7, 1.00,  -0.95, 1.00,  -1.97, 1.00,    0.14, 1.00, 1014.07, 1.00,  55.1, 1.00
2010-07-04 00:00:00,2010-07-04 10:00:00, 24.69, 1.00, 0.0020, 1.00, 127.9, 1.00,  -0.38, 1.00,   0.30, 1.00,    0.15, 1.00, 1014.67, 1.00,   7.4, 1.00
2010-07-05 00:00:00,2010-07-05 10:00:00, 25.16, 1.00, 0.0053, 1.00,  45.2, 1.00,  -0.52, 1.00,  -0.52, 1.00,    0.19, 1.00, 1015.00, 1.00,   0.0, 1.00
2010-07-06 00:00:00,2010-07-06 10:00:00, 25.18, 1.00, 0.0051, 1.00,  55.2, 1.00,  -0.54, 1.00,  -0.37, 1.00,    0.20, 1.00, 1014.75, 1.00,   1.0, 1.00
2010-07-07 00:00:00,2010-07-07 10:00:00, 25.58, 1.00, 0.0085, 1.00,  61.2, 1.00,  -1.07, 1.00,  -0.59, 1.00,    0.20, 1.00, 1014.29, 1.00,   0.0, 1.00
2010-07-08 00:00:00,2010-07-08 10:00:00, 26.61, 1.00, 0.0150, 1.00,  62.1, 1.00,  -1.93, 1.00,  -1.02, 1.00,    0.20, 1.00, 1015.53, 1.00,   0.0, 1.00
2010-07-09 00:00:00,2010-07-09 10:00:00, 25.59, 1.00, 0.0071, 1.00,  81.2, 1.00,  -1.17, 1.00,  -0.18, 1.00,    0.19, 1.00, 1016.82, 1.00,   0.0, 1.00
2010-07-10 00:00:00,2010-07-10 10:00:00, 25.05, 1.00, 0.0048, 1.00,  89.4, 1.00,  -0.75, 1.00,  -0.01, 1.00,    0.20, 1.00, 1016.50, 1.00,   0.0, 1.00
2010-07-11 00:00:00,2010-07-11 10:00:00, 24.00, 1.00, 0.0036, 1.00,  90.9, 1.00,  -0.36, 1.00,   0.01, 1.00,    0.19, 1.00, 1016.14, 1.00,   0.0, 1.00
2010-07-12 00:00:00,2010-07-12 10:00:00, 25.28, 1.00, 0.0085, 1.00,  72.0, 1.00,  -1.24, 1.00,  -0.40, 1.00,    0.13, 1.00, 1016.10, 1.00,   0.0, 1.00
2010-07-13 00:00:00,2010-07-13 10:00:00, 24.88, 1.00, 0.0064, 1.00,  66.0, 1.00,  -0.77, 1.00,  -0.35, 1.00,    0.16, 1.00, 1016.62, 1.00,   0.0, 1.00
2010-07-14 00:00:00,2010-07-14 10:00:00, 24.19, 1.00, 0.0071, 1.00,  56.9, 1.00,  -0.66, 1.00,  -0.43, 1.00,    0.21, 1.00, 1016.41, 1.00,   0.0, 1.00
2010-07-15 00:00:00,2010-07-15 10:00:00, 24.83, 1.00, 0.0065, 1.00,  47.6, 1.00,  -0.59, 1.00,  -0.54, 1.00,    0.20, 1.00, 1016.55, 1.00,   0.0, 1.00
2010-07-16 00:00:00,2010-07-16 10:00:00, 25.78, 1.00, 0.0091, 1.00,  60.8, 1.00,  -1.19, 1.00,  -0.66, 1.00,    0.19, 1.00, 1016.30, 1.00,   0.0, 1.00
2010-07-17 00:00:00,2010-07-17 10:00:00, 25.91, 1.00, 0.0077, 1.00,  76.6, 1.00,  -1.05, 1.00,  -0.25, 1.00,    0.15, 1.00, 1015.97, 1.00,   0.0, 1.00
2010-07-18 00:00:00,2010-07-18 10:00:00, 26.44, 1.00, 0.0096, 1.00,  55.1, 1.00,  -1.08, 1.00,  -0.76, 1.00,    0.21, 1.00, 1016.25, 1.00,   0.0, 1.00
2010-07-19 00:00:00,2010-07-19 10:00:00, 26.14, 1.00, 0.0119, 1.00,  47.6, 1.00,  -1.53, 1.00,  -1.39, 1.00,    0.21, 1.00, 1015.32, 1.00,   0.0, 1.00
2010-07-20 00:00:00,2010-07-20 10:00:00, 24.77, 1.00, 0.0033, 1.00,  56.8, 1.00,  -0.44, 1.00,  -0.29, 1.00,    0.20, 1.00, 1015.06, 1.00,   0.0, 1.00
2010-07-21 00:00:00,2010-07-21 10:00:00, 24.50, 1.00, 0.0046, 1.00,  90.3, 1.00,  -0.55, 1.00,   0.00, 1.00,    0.21, 1.00, 1015.58, 1.00,   0.0, 1.00
2010-07-22 00:00:00,2010-07-22 10:00:00, 24.77, 1.00, 0.0067, 1.00,  53.1, 1.00,  -0.67, 1.00,  -0.50, 1.00,    0.15, 1.00, 1015.93, 1.00,   0.0, 1.00
2010-07-23 00:00:00,2010-07-23 10:00:00, 25.00, 1.00, 0.0070, 1.00,  55.2, 1.00,  -0.50, 1.00,  -0.35, 1.00,    0.20, 1.00, 1016.16, 1.00,   0.0, 1.00
2010-07-24 00:00:00,2010-07-24 10:00:00, 25.47, 1.00, 0.0073, 1.00,  66.3, 1.00,  -1.04, 1.00,  -0.46, 1.00,    0.21, 1.00, 1016.82, 1.00,   0.0, 1.00
2010-07-25 00:00:00,2010-07-25 10:00:00, 26.61, 1.00, 0.0129, 1.00,  60.6, 1.00,  -1.68, 1.00,  -0.94, 1.00,    0.21, 1.00, 1018.72, 1.00,   0.0, 1.00
2010-07-26 00:00:00,2010-07-26 10:00:00, 26.04, 1.00, 0.0088, 1.00,  81.8, 1.00,  -1.40, 1.00,  -0.20, 1.00,    0.17, 1.00, 1017.88, 1.00,   0.0, 1.00
2010-07-27 00:00:00,2010-07-27 10:00:00, 24.59, 1.00, 0.0065, 1.00,  58.5, 1.00,  -0.72, 1.00,  -0.44, 1.00,    0.18, 1.00, 1016.46, 1.00,   0.0, 1.00
2010-07-28 00:00:00,2010-07-28 10:00:00, 24.42, 1.00, 0.0044, 1.00,  84.0, 1.00,  -0.58, 1.00,  -0.06, 1.00,    0.16, 1.00, 1016.63, 1.00,   0.0, 1.00
2010-07-29 00:00:00,2010-07-29 10:00:00, 25.32, 1.00, 0.0044, 1.00, 101.2, 1.00,  -0.93, 1.00,   0.18, 1.00,    0.12, 1.00, 1017.21, 1.00,   0.0, 1.00
2010-07-30 00:00:00,2010-07-30 10:00:00, 25.00, 1.00, 0.0056, 1.00,  83.0, 1.00,  -0.92, 1.00,  -0.11, 1.00,    0.20, 1.00, 1017.07, 1.00,   0.0, 1.00
2010-07-31 00:00:00,2010-07-31 10:00:00, 25.06, 1.00, 0.0071, 1.00,  76.8, 1.00,  -1.02, 1.00,  -0.24, 1.00,    0.22, 1.00, 1016.09, 1.00,   0.0, 1.00
2010-08-01 00:00:00,2010-08-01 10:00:00, 25.75, 1.00, 0.0111, 1.00,  83.8, 1.00,  -1.87, 1.00,  -0.20, 1.00,    0.21, 1.00, 1014.10, 1.00,   1.3, 1.00
2010-08-02 00:00:00,2010-08-02 10:00:00, 26.17, 1.00, 0.0188, 1.00,  41.7, 1.00,  -1.88, 1.00,  -2.11, 1.00,    0.18, 1.00, 1013.52, 1.00,   4.1, 1.00
2010-08-03 00:00:00,2010-08-03 10:00:00, 25.48, 1.00, 0.0029, 1.00,  87.1, 1.00,  -0.54, 1.00,  -0.03, 1.00,    0.16, 1.00, 1015.59, 1.00,   0.8, 1.00
2010-08-04 00:00:00,2010-08-04 10:00:00, 25.17, 1.00, 0.0067, 1.00,  57.9, 1.00,  -1.11, 1.00,  -0.69, 1.00,    0.13, 1.00, 1017.26, 1.00,   1.0, 1.00
2010-08-05 00:00:00,2010-08-05 10:00:00, 24.50, 1.00, 0.0038, 1.00,  49.1, 1.00,  -0.36, 1.00,  -0.31, 1.00,    0.19, 1.00, 1016.59, 1.00,   0.0, 1.00
2010-08-06 00:00:00,2010-08-06 10:00:00, 24.77, 1.00, 0.0024, 1.00,  87.1, 1.00,  -0.19, 1.00,  -0.01, 1.00,    0.17, 1.00, 1015.72, 1.00,   0.3, 1.00
2010-08-07 00:00:00,2010-08-07 10:00:00, 24.15, 1.00, 0.0038, 1.00, 144.8, 1.00,  -0.64, 1.00,   0.91, 1.00,    0.03, 1.00, 1016.65, 1.00,   3.8, 1.00
2010-08-08 00:00:00,2010-08-08 10:00:00, 24.18, 1.00, 0.0145, 1.00, 128.9, 1.00,  -1.86, 1.00,   1.50, 1.00,    0.03, 1.00, 1017.93, 1.00,   0.3, 1.00
2010-08-09 00:00:00,2010-08-09 10:00:00, 24.11, 1.00, 0.0102, 1.00,  58.7, 1.00,  -1.03, 1.00,  -0.63, 1.00,    0.11, 1.00, 1017.41, 1.00,   0.0, 1.00
2010-08-10 00:00:00,2010-08-10 10:00:00, 25.27, 1.00, 0.0099, 1.00,  46.1, 1.00,  -1.12, 1.00,  -1.08, 1.00,    0.15, 1.00, 1016.44, 1.00,   0.0, 1.00
2010-08-11 00:00:00,2010-08-11 10:00:00, 25.70, 1.00, 0.0099, 1.00,  63.7, 1.00,  -1.48, 1.00,  -0.73, 1.00,    0.00, 0.10, 1015.59, 1.00,   0.0, 1.00
2010-08-12 00:00:00,2010-08-12 10:00:00, 25.11, 1.00, 0.0197, 1.00,  31.0, 1.00,  -1.50, 1.00,  -2.50, 1.00, -999, 0.00, 1015.01, 1.00,   5.1, 1.00
2010-08-13 00:00:00,2010-08-13 10:00:00, 24.35, 1.00, 0.0053, 1.00, 126.8, 1.00,  -0.50, 1.00,   0.37, 1.00, -999, 0.00, 1014.45, 1.00,   4.1, 1.00
2010-08-14 00:00:00,2010-08-14 10:00:00, 23.61, 1.00, 0.0104, 1.00, 130.9, 1.00,  -1.59, 1.00,   1.38, 1.00, -999, 0.00, 1015.57, 1.00,   0.0, 1.00
2010-08-15 00:00:00,2010-08-15 10:00:00, 24.32, 1.00, 0.0044, 1.00, 138.2, 1.00,  -0.80, 1.00,   0.89, 1.00, -999, 0.00, 1016.32, 1.00,   0.0, 1.00
2010-08-16 00:00:00,2010-08-16 10:00:00, 25.01, 1.00, 0.0093, 1.00, 122.0, 1.00,  -1.43, 1.00,   0.89, 1.00, -999, 0.00, 1016.27, 1.00,   0.0, 1.00
2010-08-17 00:00:00,2010-08-17 10:00:00, 24.19, 1.00, 0.0063, 1.00,  99.9, 1.00,  -0.69, 1.00,   0.12, 1.00, -999, 0.00, 1016.27, 1.00,   0.0, 1.00
2010-08-18 00:00:00,2010-08-18 10:00:00, 24.69, 1.00, 0.0055, 1.00,  44.9, 1.00,  -0.82, 1.00,  -0.82, 1.00, -999, 0.00, 1016.95, 1.00,   0.0, 1.00
2010-08-19 00:00:00,2010-08-19 10:00:00, 24.85, 1.00, 0.0077, 1.00,  43.2, 1.00,  -0.77, 1.00,  -0.81, 1.00, -999, 0.00, 1017.01, 1.00,   0.0, 1.00
2010-08-20 00:00:00,2010-08-20 10:00:00, 25.56, 1.00, 0.0098, 1.00,  61.4, 1.00,  -1.24, 1.00,  -0.68, 1.00, -999, 0.00, 1016.19, 1.00,   0.3, 1.00
2010-08-21 00:00:00,2010-08-21 10:00:00, 24.09, 1.00, 0.0040, 1.00, 106.6, 1.00,  -0.63, 1.00,   0.19, 1.00, -999, 0.00, 1015.81, 1.00,   6.1, 1.00
2010-08-22 00:00:00,2010-08-22 10:00:00, 26.24, 1.00, 0.0102, 1.00,  82.3, 1.00,  -1.74, 1.00,  -0.24, 1.00, -999, 0.00, 1016.03, 1.00,   0.0, 1.00
2010-08-23 00:00:00,2010-08-23 10:00:00, 26.42, 1.00, 0.0098, 1.00,  61.0, 1.00,  -1.43, 1.00,  -0.79, 1.00, -999, 0.00, 1016.40, 1.00,   0.0, 1.00
2010-08-24 00:00:00,2010-08-24 10:00:00, 26.22, 1.00, 0.0101, 1.00,  60.4, 1.00,  -1.33, 1.00,  -0.76, 1.00, -999, 0.00, 1016.67, 1.00,   0.0, 1.00
2010-08-25 00:00:00,2010-08-25 10:00:00, 26.36, 1.00, 0.0100, 1.00,  49.9, 1.00,  -1.16, 1.00,  -0.98, 1.00, -999, 0.00, 1016.83, 1.00,   0.0, 1.00
2010-08-26 00:00:00,2010-08-26 10:00:00, 25.45, 1.00, 0.0097, 1.00,  43.6, 1.00,  -0.95, 1.00,  -0.99, 1.00, -999, 0.00, 1017.01, 1.00,   0.0, 1.00
2010-08-27 00:00:00,2010-08-27 10:00:00, 24.47, 1.00, 0.0088, 1.00,  37.6, 1.00,  -0.67, 1.00,  -0.87, 1.00, -999, 0.00, 1015.89, 1.00,   0.0, 1.00
2010-08-28 00:00:00,2010-08-28 10:00:00, 24.59, 1.00, 0.0067, 1.00,  40.2, 1.00,  -0.72, 1.00,  -0.85, 1.00, -999, 0.00, 1015.00, 1.00,   0.0, 1.00
2010-08-29 00:00:00,2010-08-29 10:00:00, 24.68, 1.00, 0.0020, 1.00,  48.1, 1.00,  -0.29, 1.00,  -0.26, 1.00, -999, 0.00, 1015.58, 1.00,   0.0, 1.00
2010-08-30 00:00:00,2010-08-30 10:00:00, 24.13, 1.00, 0.0112, 1.00,  35.6, 1.00,  -0.76, 1.00,  -1.07, 1.00, -999, 0.00, 1017.91, 1.00,   0.0, 1.00
2010-08-31 00:00:00,2010-08-31 10:00:00, 24.96, 1.00, 0.0116, 1.00,  44.0, 1.00,  -1.14, 1.00,  -1.18, 1.00, -999, 0.00, 1019.28, 1.00,   0.0, 1.00
2010-09-01 00:00:00,2010-09-01 10:00:00, 25.43, 1.00, 0.0105, 1.00,  49.6, 1.00,  -1.18, 1.00,  -1.00, 1.00, -999, 0.00, 1018.95, 1.00,   0.0, 1.00
2010-09-02 00:00:00,2010-09-02 10:00:00, 25.20, 1.00, 0.0113, 1.00,  50.4, 1.00,  -1.20, 1.00,  -0.99, 1.00, -999, 0.00, 1019.16, 1.00,   0.0, 1.00
2010-09-03 00:00:00,2010-09-03 10:00:00, 25.66, 1.00, 0.0091, 1.00,  55.1, 1.00,  -1.11, 1.00,  -0.78, 1.00, -999, 0.00, 1019.28, 1.00,   0.0, 1.00
2010-09-04 00:00:00,2010-09-04 10:00:00, 25.99, 1.00, 0.0113, 1.00,  55.5, 1.00,  -1.38, 1.00,  -0.95, 1.00, -999, 0.00, 1017.86, 1.00,   0.0, 1.00
2010-09-05 00:00:00,2010-09-05 10:00:00, 26.18, 1.00, 0.0149, 1.00,  63.7, 1.00,  -1.94, 1.00,  -0.96, 1.00, -999, 0.00, 1017.01, 1.00,   0.0, 1.00
2010-09-06 00:00:00,2010-09-06 10:00:00, 26.17, 1.00, 0.0149, 1.00,  46.1, 1.00,  -1.49, 1.00,  -1.43, 1.00, -999, 0.00, 1016.47, 1.00,   0.0, 1.00
2010-09-07 00:00:00,2010-09-07 10:00:00, 24.25, 1.00, 0.0101, 1.00,  43.5, 1.00,  -0.78, 1.00,  -0.82, 1.00, -999, 0.00, 1017.22, 1.00,   0.0, 1.00
2010-09-08 00:00:00,2010-09-08 10:00:00, 24.66, 1.00, 0.0049, 1.00, 105.6, 1.00,  -0.68, 1.00,   0.19, 1.00, -999, 0.00, 1017.04, 1.00,   0.0, 1.00
2010-09-09 00:00:00,2010-09-09 10:00:00, 24.26, 1.00, 0.0116, 1.00,  39.3, 1.00,  -0.85, 1.00,  -1.04, 1.00, -999, 0.00, 1015.95, 1.00,   0.0, 1.00
2010-09-10 00:00:00,2010-09-10 10:00:00, 24.81, 1.00, 0.0102, 1.00,  49.6, 1.00,  -0.86, 1.00,  -0.73, 1.00, -999, 0.00, 1015.68, 1.00,   0.0, 1.00
2010-09-11 00:00:00,2010-09-11 10:00:00, 24.27, 1.00, 0.0053, 1.00, 112.6, 1.00,  -0.91, 1.00,   0.38, 1.00, -999, 0.00, 1016.42, 1.00,   0.8, 1.00
2010-09-12 00:00:00,2010-09-12 10:00:00, 23.87, 1.00, 0.0196, 1.00, 109.4, 1.00,  -2.27, 1.00,   0.80, 1.00, -999, 0.00, 1017.66, 1.00,  11.4, 1.00
2010-09-13 00:00:00,2010-09-13 10:00:00, 22.52, 1.00, 0.0376, 1.00, 126.1, 1.00,  -3.51, 1.00,   2.56, 1.00, -999, 0.00, 1017.99, 1.00,  32.5, 1.00
2010-09-14 00:00:00,2010-09-14 10:00:00, 23.49, 1.00, 0.0169, 1.00, 114.6, 1.00,  -1.81, 1.00,   0.83, 1.00, -999, 0.00, 1015.51, 1.00,  27.7, 1.00
2010-09-15 00:00:00,2010-09-15 10:00:00, 23.55, 1.00, 0.0049, 1.00,  57.3, 1.00,  -0.56, 1.00,  -0.36, 1.00, -999, 0.00, 1016.66, 1.00,   2.5, 1.00
2010-09-16 00:00:00,2010-09-16 10:00:00, 24.69, 1.00, 0.0039, 1.00,  95.0, 1.00,  -0.79, 1.00,   0.07, 1.00, -999, 0.00, 1016.61, 1.00,   1.0, 1.00
2010-09-17 00:00:00,2010-09-17 10:00:00, 25.76, 1.00, 0.0077, 1.00,  67.3, 1.00,  -1.09, 1.00,  -0.46, 1.00, -999, 0.00, 1015.25, 1.00,   0.8, 1.00
2010-09-18 00:00:00,2010-09-18 10:00:00, 23.75, 1.00, 0.0077, 1.00,  54.0, 1.00,  -0.89, 1.00,  -0.65, 1.00, -999, 0.00, 1015.94, 1.00,   2.5, 1.00
2010-09-19 00:00:00,2010-09-19 10:00:00, 24.56, 1.00, 0.0071, 1.00,  77.3, 1.00,  -1.21, 1.00,  -0.27, 1.00, -999, 0.00, 1016.81, 1.00,   0.0, 1.00
2010-09-20 00:00:00,2010-09-20 10:00:00, 24.64, 1.00, 0.0113, 1.00,  57.5, 1.00,  -1.52, 1.00,  -0.97, 1.00, -999, 0.00, 1016.43, 1.00,   0.0, 1.00
2010-09-21 00:00:00,2010-09-21 10:00:00, 26.10, 1.00, 0.0138, 1.00,  46.3, 1.00,  -1.47, 1.00,  -1.41, 1.00, -999, 0.00, 1016.74, 1.00,   0.0, 1.00
2010-09-22 00:00:00,2010-09-22 10:00:00, 26.11, 1.00, 0.0177, 1.00,  71.6, 1.00,  -2.64, 1.00,  -0.88, 1.00, -999, 0.00, 1017.21, 1.00,   0.8, 1.00
2010-09-23 00:00:00,2010-09-23 10:00:00, 25.55, 1.00, 0.0132, 1.00,  54.4, 1.00,  -1.55, 1.00,  -1.11, 1.00, -999, 0.00, 1017.88, 1.00,   0.0, 1.00
2010-09-24 00:00:00,2010-09-24 10:00:00, 25.68, 1.00, 0.0131, 1.00,  53.6, 1.00,  -1.47, 1.00,  -1.09, 1.00, -999, 0.00, 1017.71, 1.00,   0.0, 1.00
2010-09-25 00:00:00,2010-09-25 10:00:00, 25.92, 1.00, 0.0143, 1.00,  69.0, 1.00,  -1.85, 1.00,  -0.71, 1.00, -999, 0.00, 1017.18, 1.00,   0.0, 1.00
2010-09-26 00:00:00,2010-09-26 10:00:00, 25.42, 1.00, 0.0123, 1.00,  61.5, 1.00,  -1.46, 1.00,  -0.79, 1.00, -999, 0.00, 1015.84, 1.00,   0.3, 1.00
2010-09-27 00:00:00,2010-09-27 10:00:00, 25.92, 1.00, 0.0151, 1.00,  57.1, 1.00,  -1.93, 1.00,  -1.25, 1.00, -999, 0.00, 1015.16, 1.00,   0.0, 1.00
2010-09-28 00:00:00,2010-09-28 10:00:00, 26.07, 1.00, 0.0138, 1.00,  59.0, 1.00,  -1.71, 1.00,  -1.03, 1.00, -999, 0.00, 1016.07, 1.00,   0.0, 1.00
2010-09-29 00:00:00,2010-09-29 10:00:00, 25.08, 1.00, 0.0106, 1.00,  78.5, 1.00,  -1.58, 1.00,  -0.32, 1.00, -999, 0.00, 1015.78, 1.00,   0.3, 1.00
2010-09-30 00:00:00,2010-09-30 10:00:00, 25.11, 1.00, 0.0111, 1.00,  64.7, 1.00,  -1.37, 1.00,  -0.65, 1.00, -999, 0.00, 1016.37, 1.00,   0.0, 1.00
2010-10-01 00:00:00,2010-10-01 10:00:00, 25.60, 1.00, 0.0135, 1.00,  75.9, 1.00,  -2.06, 1.00,  -0.52, 1.00, -999, 0.00, 1017.49, 1.00,   0.0, 1.00
2010-10-02 00:00:00,2010-10-02 10:00:00, 24.22, 1.00, 0.0094, 1.00,  88.9, 1.00,  -1.33, 1.00,  -0.02, 1.00, -999, 0.00, 1017.15, 1.00,   4.1, 1.00
2010-10-03 00:00:00,2010-10-03 10:00:00, 24.51, 1.00, 0.0108, 1.00,  81.8, 1.00,  -1.62, 1.00,  -0.23, 1.00, -999, 0.00, 1014.94, 1.00,   1.8, 1.00
2010-10-04 00:00:00,2010-10-04 10:00:00, 25.36, 1.00, 0.0124, 1.00,  41.7, 1.00,  -1.29, 1.00,  -1.45, 1.00, -999, 0.00, 1014.18, 1.00,   4.3, 1.00
2010-10-05 00:00:00,2010-10-05 10:00:00, 25.75, 1.00, 0.0174, 1.00,  38.8, 1.00,  -1.90, 1.00,  -2.36, 1.00, -999, 0.00, 1014.77, 1.00,   1.5, 1.00
2010-10-06 00:00:00,2010-10-06 10:00:00, 26.15, 1.00, 0.0182, 1.00,  43.2, 1.00,  -1.96, 1.00,  -2.09, 1.00, -999, 0.00, 1015.31, 1.00,   0.0, 1.00
2010-10-07 00:00:00,2010-10-07 10:00:00, 25.98, 1.00, 0.0112, 1.00,  43.7, 1.00,  -1.25, 1.00,  -1.31, 1.00, -999, 0.00, 1014.54, 1.00,   0.5, 1.00
2010-10-08 00:00:00,2010-10-08 10:00:00, 24.97, 1.00, 0.0074, 1.00,  28.7, 1.00,  -0.52, 1.00,  -0.96, 1.00, -999, 0.00, 1015.08, 1.00,   0.0, 1.00
2010-10-09 00:00:00,2010-10-09 10:00:00, 23.70, 1.00, 0.0058, 1.00,  59.8, 1.00,  -0.47, 1.00,  -0.27, 1.00, -999, 0.00, 1015.66, 1.00,   3.3, 1.00
2010-10-10 00:00:00,2010-10-10 10:00:00, 23.50, 1.00, 0.0075, 1.00,  31.1, 1.00,  -0.43, 1.00,  -0.72, 1.00, -999, 0.00, 1014.54, 1.00,   3.8, 1.00
2010-10-11 00:00:00,2010-10-11 10:00:00, 24.31, 1.00, 0.0058, 1.00, 125.3, 1.00,  -0.79, 1.00,   0.56, 1.00, -999, 0.00, 1013.69, 1.00,   1.0, 1.00
2010-10-12 00:00:00,2010-10-12 10:00:00, 23.81, 1.00, 0.0086, 1.00,  74.6, 1.00,  -0.99, 1.00,  -0.27, 1.00, -999, 0.00, 1013.00, 1.00,   7.9, 1.00
2010-10-13 00:00:00,2010-10-13 10:00:00, 24.18, 1.00, 0.0093, 1.00,  70.9, 1.00,  -1.07, 1.00,  -0.37, 1.00, -999, 0.00, 1013.75, 1.00,   0.0, 1.00
2010-10-14 00:00:00,2010-10-14 10:00:00, 24.39, 1.00, 0.0037, 1.00, 100.4, 1.00,  -0.46, 1.00,   0.08, 1.00, -999, 0.00, 1015.88, 1.00,  33.8, 1.00
2010-10-15 00:00:00,2010-10-15 10:00:00, 24.52, 1.00, 0.0058, 1.00, 105.7, 1.00,  -0.77, 1.00,   0.22, 1.00, -999, 0.00, 1016.33, 1.00,   0.5, 1.00
2010-10-16 00:00:00,2010-10-16 10:00:00, 24.25, 1.00, 0.0125, 1.00,  46.9, 1.00,  -1.11, 1.00,  -1.04, 1.00, -999, 0.00, 1016.05, 1.00,   0.8, 1.00
