"","XUP","XUP_ROT","YUP","YUP_ROT","Raw_Speed_UP","Compass_Dir_UP","Vec_Rot_Speed_UP","Depth_UP","XDN","XDN_ROT","YDN","YDN_ROT","Raw_Speed_DN","Compass_Dir_DN","Vec_Rot_Speed_DN","Depth_DN","PAR","UP_Oxy","UP_Temp","DN_Oxy","DN_Temp","Wind_Speed","mean_solar_rad_kwpm2","PP","DNOff","O2_Diff","airflux"
"2018-05-28 12:00:00",-0.00827166666666667,-0.0117667077545502,-0.108794166666667,-0.101283757331249,0.115806579094019,184.347857509391,0.106458780382492,2.15596191470052,-0.0613872564102564,-0.0531283161767644,-0.0784238974358974,-0.072220555268072,0.103927208464699,218.052493779526,0.0929450427634666,2.71692961503441,1389.3326,220.280423125404,28.7660166666667,239.559414936934,29.0564666666667,3.80283333333333,0.70085,43.042892005225,243.900605498877,23.6201823734731,3.72800064114772
"2018-05-28 13:00:00",-0.0140123245614035,-0.0151434944507993,-0.104171710526316,-0.0976811994110267,0.111841026820097,187.66097497895,0.103716709499279,2.11419227334578,-0.0749206666666667,-0.0632861363957642,-0.08871,-0.0813348701511435,0.12102460758717,220.183003938175,0.106738477754189,2.67247430931649,1425.09208333333,217.262090859845,28.7837,243.16093091344,29.0447166666667,3.8988,0.7492,37.9299721399765,237.344907386656,20.0828165268111,3.91453068740715
"2018-05-28 14:00:00",-0.0107244736842105,-0.0145647893066132,-0.0940985964912281,-0.0857563068122119,0.103999189771467,186.501979264347,0.0931224680751103,2.07133161817178,-0.0484929722222222,-0.0422694437251808,-0.08360875,-0.0793648751628722,0.102305209693403,210.113680420733,0.0941334181346516,2.63125280449343,1199.51066666667,218.071233618768,28.7895333333333,239.160551320145,29.0134166666667,3.64368333333333,0.504733333333333,22.498562925526,232.321528097801,14.2502944790333,3.44633399193832
"2018-05-28 15:00:00",-0.0123865009746589,-0.0144191187574843,-0.0876282651072124,-0.0804376293728831,0.0964093351112307,188.04561617239,0.0874207891384465,2.01854695313299,-0.0484119444444445,-0.0430583341308442,-0.0798609444444444,-0.0754212787894311,0.0978595067513582,211.224369418338,0.0905256836239298,2.57842638215749,849.958125,215.113519725191,28.7346,233.501306796335,28.9288166666667,3.67516666666667,0.15125,17.4886568890193,227.174335942177,12.0608162169859,3.00505296585675
"2018-05-28 16:00:00",-0.00557309941520468,-0.00748211738168589,-0.0791252436647173,-0.0729357297859602,0.0876460693286331,184.02891152465,0.0772972634798664,1.98604966111352,-0.0726201388888889,-0.0575946367215334,-0.0739194444444445,-0.0658643148992808,0.109541415223321,224.491995427629,0.0919215898965783,2.54600386274697,370.854208333333,207.801880195637,28.6439333333333,231.039345154691,28.7924166666667,3.13685,0.0552333333333333,-1.48468460485625,208.224225260413,0.422345064775413,2.17648428360407
"2018-05-28 17:00:00",-0.0106398148148148,-0.0141827210002004,-0.0715954191033139,-0.0654520600923117,0.0852214341763498,188.452876442873,0.0715778206312721,1.98130367228377,-0.0733777777777778,-0.058246301571459,-0.0708791666666666,-0.06259152151627,0.107039136283749,225.99229575315,0.0892356699654104,2.54110489942123,44.5663729166667,198.069412280976,28.585,218.334630841131,28.61195,1.80253333333333,0.01895,-15.9664326008851,188.096431259217,-9.97298102175938,0.874641572108862
"2018-05-28 18:00:00",-0.00840092592592593,-0.0131821255476701,-0.0631222222222222,-0.0583615106796675,0.0758116825506473,187.580934984238,0.0628202743932227,1.97698448265265,-0.0466201388888889,-0.0382825368233776,-0.0584402777777778,-0.0535780366457416,0.079917163227447,218.580759778992,0.0695171249520148,2.5322404908733,1.60279916666667,193.976660390233,28.5447833333333,198.498332583955,28.4443,0.560033333333333,0.001,-19.56608513696,178.115181816858,-15.8614785733743,0.0391127399643899
"2018-05-28 19:00:00",-0.00779624756335282,-0.011142517235402,-0.078448343079922,-0.0720385961496444,0.0878196566161689,185.675456343436,0.0772999258361075,2.02151826106989,-0.0361146944444444,-0.0301779008813187,-0.0505964722222222,-0.0461347962341987,0.0681684808465371,215.51844519568,0.0589445617237561,2.57711518976994,1.63874583333333,196.230597615476,28.5630166666667,183.093113661134,28.38825,0.82255,0.001,-17.5499178196793,182.231957167255,-13.9986404482211,-0.263753011013364
"2018-05-28 20:00:00",0.0082280701754386,0.00181430831344222,-0.0775043859649123,-0.0664024056533237,0.0856614638209726,173.940027101743,0.0717121581224109,2.07359758949973,0.00664666666666667,-0.000665965240715421,-0.045336,-0.0394381867893727,0.0559646166472763,171.659341613474,0.0414117352293321,2.62769916219047,NA,197.568372762881,28.5826333333333,177.426653031479,28.3656333333333,0.595183333333333,0.001,-17.9920851796706,180.386555200898,-17.1818175619829,-0.313752056697901
"2018-05-28 21:00:00",0.0147850438596491,0.00149883524369735,-0.0661373245614035,-0.0566242566018889,0.0816477183608234,167.398679586794,0.0589247096786153,2.12213627776215,0.0276183076923077,0.00272297260964859,-0.0399105641025641,-0.0262254070990771,0.0610536565935398,145.316574133966,0.0300918507125033,2.67820553336861,NA,195.004548070713,28.5370666666667,181.622162196737,28.3951666666667,0.5758,0.001,-8.26589032182648,185.610107817029,-9.39444025368334,-0.250219625740174
