"","XUP","XUP_ROT","YUP","YUP_ROT","Raw_Speed_UP","Compass_Dir_UP","Vec_Rot_Speed_UP","Depth_UP","XDN","XDN_ROT","YDN","YDN_ROT","Raw_Speed_DN","Compass_Dir_DN","Vec_Rot_Speed_DN","Depth_DN","PAR","UP_Oxy","UP_Temp","DN_Oxy","DN_Temp","Wind_Speed","mean_solar_rad_kwpm2","PP","DNOff","O2_Diff","airflux"
"2018-01-19 12:00:00",-0.00752186147186149,-0.0152720425663338,-0.31810783982684,-0.29608615190473,0.330438430181701,181.35454258544,0.306407219933894,2.25661130411113,-0.0366328307692308,-0.0367077046011497,-0.178995692307692,-0.173624263379085,0.187572224458274,191.5662986642,0.181884835099535,2.69330577707854,2144.6977,209.745172823301,29.64344,220.522429044807,29.81172,3.76652,0.71666,44.8608221365283,219.589424766784,9.84425194348224,3.08032671041071
"2018-01-19 13:00:00",-0.00748044011544013,-0.0126219986797598,-0.278657258297258,-0.260037056031055,0.28853131424331,181.537712439524,0.268668330713898,2.26375729061685,-0.0208960256410256,-0.0211362820524308,-0.157246820512821,-0.148195552299382,0.166600102602271,187.569503881622,0.156485289057189,2.7143096703301,2108.68791666667,209.575310045419,29.66155,220.199401628858,29.81665,3.98295,0.724783333333333,43.2236683915004,220.402772336683,10.8274622912632,3.07375266090537
"2018-01-19 14:00:00",0.00253906926406924,-0.00563669639104757,-0.271000284992785,-0.248013073410482,0.283734579484325,179.463197237361,0.258416509717625,2.23639385356224,-0.0243514615384615,-0.0245397003929346,-0.166230153846154,-0.159105008174171,0.173562212859761,188.33411931249,0.166086365129487,2.68752234770457,2030.535,210.265951908453,29.6502166666667,220.50734723889,29.8042,2.33276666666667,0.737566666666667,38.3792250075113,219.88165609072,9.61570418226751,2.28566294475257
"2018-01-19 15:00:00",-0.00164742063492064,-0.00855305386860543,-0.295254087301587,-0.272021738157122,0.30788892111243,180.319688254662,0.282834547416423,2.19583555089119,-0.0320409722222222,-0.0327453049436499,-0.166146916666667,-0.160869336975336,0.174051859273187,190.915334667079,0.168254960336979,2.64044083443264,1483.08025,210.620409869367,29.6580166666667,218.825819044406,29.7334,4.20671666666667,0.44765,29.0004587403131,217.895460511328,7.27505064196156,3.24420858826092
"2018-01-19 16:00:00",-0.0245759983291562,-0.0279787521705662,-0.280057562656642,-0.264145162713782,0.29244853018275,185.015051681448,0.275005705868081,2.15197251460189,-0.0452671388888889,-0.0448980633061873,-0.164555666666667,-0.15845328069335,0.177607070482308,195.380889988562,0.170600197237812,2.59911571665834,542.631291666667,206.859858428652,29.6218,213.946122368408,29.6507,2.78975,0.209116666666667,9.92513533918664,209.658314803576,2.79845637492375,2.01794888053347
"2018-01-19 17:00:00",-0.0234986173767753,-0.0259432582298799,-0.26431276106934,-0.25002593888637,0.274759732267748,185.080500332421,0.259633881508729,2.11678342689958,-0.0277844722222222,-0.0279411240095172,-0.1313385,-0.125199836224697,0.140601923102932,191.944731680052,0.133723025745959,2.57016934072025,521.329583333333,206.048731170698,29.6134666666667,208.722579097301,29.5576333333333,1.58591666666667,0.201533333333333,-5.18342897510905,205.028045209153,-1.02068596154546,1.26928826624062
"2018-01-19 18:00:00",-0.0194661988304094,-0.0232193892333035,-0.240217314814815,-0.224423205888296,0.252879023728757,184.632885108327,0.235412326561391,2.06637261298611,-0.0336813103864734,-0.033179642311932,-0.131618085748792,-0.12590553400005,0.142162095861437,194.354058183905,0.13571446353195,2.52614416046992,37.387510625,202.09823765027,29.54795,201.511845889125,29.4966166666667,2.16763333333333,0.00921666666666667,-21.2334404367372,196.199976124682,-5.89826152558793,0.861135637949577
"2018-01-19 19:00:00",-0.00633464912280702,-0.012086981447133,-0.214240823586745,-0.196949810898315,0.226058059143534,181.693621849504,0.206731590902591,2.03951262542934,-0.0379534722222222,-0.0368192639198747,-0.125538254830918,-0.119840589765939,0.137881273434078,196.821429245366,0.13114935152547,2.49940116978221,0.432513666666667,201.209969242869,29.5168,195.237338044144,29.4248333333333,2.00003333333333,0,-19.1396633181828,195.243991547111,-5.96597769575824,0.498225901280633
"2018-01-19 20:00:00",-0.00639969785575052,-0.0138326100236205,-0.207898942495127,-0.188877490180081,0.22279019532325,181.763163951502,0.200685838254336,2.04502913684246,-0.0613664251207729,-0.0571191274128875,-0.126955766908213,-0.121759280132075,0.14665456536433,205.797662161032,0.139350209931827,2.50629991921872,NA,200.885752885597,29.4930666666667,195.31556692779,29.3998333333333,2.57221666666667,0,-21.6144451674513,194.207109868385,-6.67864301721167,0.54001192282984
"2018-01-19 21:00:00",-0.0134466228070175,-0.0199979368355467,-0.224988859649123,-0.208465708592419,0.237600642850037,183.420255459778,0.219089328761926,2.09597053202529,-0.0276930555555555,-0.0276311362358755,-0.113718055555556,-0.107614739321105,0.124153620396879,193.686484088622,0.116845783254984,2.55260580851946,NA,201.188754114841,29.4874166666667,193.608062420363,29.3587166666667,3.17738333333333,0,-22.6363016218706,194.173815194765,-7.01493892007557,0.525033787211886
"2018-01-19 22:00:00",-0.00899133458646617,-0.0129505356092694,-0.249963047201337,-0.233206593232115,0.259235473267115,182.060078511616,0.241669662927774,2.15479471439247,-0.0132916666666667,-0.017631327308191,-0.122829027777778,-0.113225977220192,0.133140051924268,186.176101186646,0.121348090767297,2.60498001495717,NA,201.160629049732,29.4760333333333,194.548107054285,29.38095,2.70398333333333,0,-21.4142642561346,195.135035293829,-6.02559375590304,0.52717202492172
"2018-01-19 23:00:00",-0.00691876984126986,-0.0105749450874582,-0.263610476190476,-0.247288439273772,0.27122744354613,181.503450559817,0.254114804912518,2.20403978931072,-0.00921376923076923,-0.0105589458426931,-0.116796,-0.108547378755387,0.123410346039606,184.510591540886,0.114386415793924,2.65367415605153,NA,201.019798372815,29.4566833333333,195.303956680271,29.37455,2.71011666666667,0,-19.7290805164682,195.643245658464,-5.37655271435139,0.553911518188476
"2018-01-20 00:00:00",-0.000143722943722944,-0.0065836164706716,-0.27563575036075,-0.25829939100337,0.283787660589713,180.029875339724,0.263633799821566,2.24321936239676,-0.015814641025641,-0.0188763118563196,-0.136234435897436,-0.127490717759854,0.145014326896835,186.621487922908,0.134905392627976,2.68881604972374,NA,200.693204653416,29.4444333333333,195.824007476442,29.3695833333333,2.70506666666667,0,-19.703964882325,195.860636290333,-4.8325683630831,0.572669170014962
"2018-01-20 01:00:00",-0.00736940836940835,-0.0123106948754729,-0.292381457431457,-0.274367025723891,0.300906919577472,181.443821424128,0.281760385093033,2.2595745174939,-0.0182058974358974,-0.0187314915039046,-0.158995282051282,-0.152289937113208,0.16440558863601,186.532254326669,0.157370833784898,2.705550353659,NA,200.618176526658,29.4257333333333,195.907490120569,29.3521166666667,3.41698333333333,0,-21.4951416114156,195.896145736255,-4.72203079040255,0.686241671280671
"2018-01-20 02:00:00",-0.00524882034632038,-0.0098251756042578,-0.271733531746032,-0.254018542938359,0.28009131542371,181.106590900298,0.261394675608214,2.23142312859184,-0.0404644871794872,-0.0402793530081843,-0.14595241025641,-0.141963086484189,0.155767565111274,195.49573546083,0.151405655185492,2.68054689067662,NA,199.770061410088,29.417,195.452139272233,29.3517833333333,2.34173333333333,0,-21.8624277348658,194.578990720067,-5.19107069002095,0.477723486094222
